treeid,year,latbi,site,plot,replicate,provenance.lat,provenance.long,sampleType,lengthCM,BAI,budburst,flowers,leafout,flobuds,flobudburst,fruit,ripefruit,budset,leafcolor,pgsGDD5,pgsGSL
BETALL_WM8B_P12,2020,Betula alleghaniensis,WM,8B,P12,44.112337,-71.230138,cookie,0.22944666666666666,228.22712907526213,NA,NA,143,NA,NA,NA,NA,282,275,2249.36111111111,139
BETALL_WM8B_P5,2018,Betula alleghaniensis,WM,8B,P5,44.112337,-71.230138,cookie,0.06180666666666667,53.33332680991414,110,NA,128,116,NA,NA,NA,268,288,2228.469444444444,140
BETALL_WM8B_P5,2019,Betula alleghaniensis,WM,8B,P5,44.112337,-71.230138,cookie,0.4377266666666667,441.78609004560997,100,NA,127,NA,NA,NA,NA,260,232,2012.2666666666673,133
BETALL_WM8B_P5,2020,Betula alleghaniensis,WM,8B,P5,44.112337,-71.230138,cookie,0.23198666666666667,280.894304452656,98,NA,143,NA,NA,NA,NA,282,229,2249.36111111111,139
BETALL_WM9_P5,2018,Betula alleghaniensis,WM,9,P5,44.112337,-71.230138,cookie,0.5452533333333334,349.95515580378435,114,NA,131,NA,NA,NA,NA,268,NA,2196.791666666666,137
BETALL_WM9_P5,2019,Betula alleghaniensis,WM,9,P5,44.112337,-71.230138,cookie,0.44196,356.4464164160093,107,NA,127,NA,NA,NA,NA,260,240,2012.2666666666673,133
BETALL_WM9_P5,2020,Betula alleghaniensis,WM,9,P5,44.112337,-71.230138,cookie,0.33782,394.5724383632494,NA,NA,143,NA,NA,NA,NA,268,275,2082.86111111111,125
BETPAP_GR5A_P2,2019,Betula papyrifera,GR,5A,P2,44.794942,-71.146683,cookie,0.30818666666666666,30.00924374207021,112,NA,127,NA,NA,NA,NA,263,245,2037.9388888888893,136
BETPAP_GR5A_P2,2020,Betula papyrifera,GR,5A,P2,44.794942,-71.146683,cookie,0.42756666666666665,142.385477236369,111,NA,135,NA,NA,NA,NA,263,293,2112.2777777777765,128
BETPAP_GR5B_P2,2019,Betula papyrifera,GR,5B,P2,44.794942,-71.146683,cookie,0.31072666666666665,30.389612156379396,100,NA,155,NA,NA,NA,NA,NA,240,NA,NA
BETPAP_GR8_P6,2018,Betula papyrifera,GR,8,P6,44.794942,-71.146683,cookie,0.08805333333333333,2.5173227561563687,110,NA,131,NA,NA,NA,NA,246,268,1884.4222222222218,115
BETPAP_GR8_P6,2019,Betula papyrifera,GR,8,P6,44.794942,-71.146683,cookie,0.09821333333333333,8.385670974077524,NA,NA,135,NA,NA,NA,NA,263,232,1991.202777777778,128
BETPAP_GR8_P6,2020,Betula papyrifera,GR,8,P6,44.794942,-71.146683,cookie,0.08636,12.447438126523064,108,NA,130.5,NA,NA,NA,NA,268,275,2188.222222222221,138
BETPAP_HF16_P12,2018,Betula papyrifera,HF,16,P12,42.531705,-72.18992,cookie,0.36576,44.95508754552999,110,NA,124,NA,NA,NA,NA,274,274,2338.9111111111106,150
BETPAP_HF16_P12,2019,Betula papyrifera,HF,16,P12,42.531705,-72.18992,cookie,0.36702999999999997,127.93857139732718,103,NA,119,NA,NA,NA,NA,NA,232,NA,NA
BETPAP_HF16_P12,2020,Betula papyrifera,HF,16,P12,42.531705,-72.18992,cookie,0.6417733333333334,368.22905432995657,NA,NA,148,NA,NA,NA,NA,293,301,2283.0277777777765,145
BETPAP_HF16_P3,2018,Betula papyrifera,HF,16,P3,42.531705,-72.18992,cookie,0.6231466666666666,196.89977027756632,110,NA,124,NA,NA,NA,NA,270,274,2300.7416666666663,146
BETPAP_HF16_P3,2019,Betula papyrifera,HF,16,P3,42.531705,-72.18992,cookie,0.51308,346.0987740828663,103,NA,119,NA,NA,NA,NA,274,232,2233.6111111111113,155
BETPAP_HF16_P3,2020,Betula papyrifera,HF,16,P3,42.531705,-72.18992,cookie,0.06519333333333333,55.76146904974926,98,NA,135.5,NA,NA,NA,NA,282,293,2310.638888888888,146
BETPAP_HF16A_P6,2018,Betula papyrifera,HF,16,P6,42.531705,-72.18992,cookie,0.4174066666666667,145.11223908388567,100,NA,124,NA,NA,NA,NA,274,NA,2338.9111111111106,150
BETPAP_HF16A_P6,2019,Betula papyrifera,HF,16,P6,42.531705,-72.18992,cookie,0.39031333333333335,234.98187757661788,100,NA,115,NA,NA,NA,NA,274,232,2249.6500000000005,159
BETPAP_HF16A_P6,2020,Betula papyrifera,HF,16,P6,42.531705,-72.18992,cookie,0.36745333333333335,309.0753476101425,85,NA,132.5,NA,NA,NA,311,293,301,2429.416666666665,161
BETPAP_HF16B_P6,2018,Betula papyrifera,HF,16,P6,42.531705,-72.18992,cookie,0.3310466666666667,76.26623170389472,103,NA,124,NA,NA,NA,NA,274,274,2338.9111111111106,150
BETPAP_HF16B_P6,2019,Betula papyrifera,HF,16,P6,42.531705,-72.18992,cookie,0.47836666666666666,232.8091159062478,NA,NA,115,NA,NA,NA,NA,267,240,2162.719444444445,152
BETPAP_HF16B_P6,2020,Betula papyrifera,HF,16,P6,42.531705,-72.18992,cookie,0.36068,273.4639459791704,98,NA,143,NA,NA,NA,NA,282,293,2249.36111111111,139
BETPAP_SH1A_P1,2018,Betula papyrifera,SH,1A,P1,45.932675,-74.02507,cookie,0.5782733333333333,300.48091315467684,103,NA,128,NA,NA,NA,NA,263,NA,2179.3499999999995,135
BETPAP_SH1A_P1,2019,Betula papyrifera,SH,1A,P1,45.932675,-74.02507,cookie,0.42418,362.70594280779375,NA,NA,129,NA,NA,NA,NA,274,232,2180.638888888889,145
BETPAP_SH1A_P1,2020,Betula papyrifera,SH,1A,P1,45.932675,-74.02507,cookie,0.5621866666666667,662.1815483239412,119,NA,133,NA,NA,NA,NA,275,293,2278.9166666666656,142
BETPOP_GR3_P16,2019,Betula populifolia,GR,3,P16,44.794942,-71.146683,cookie,0.16764,8.838329655404621,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
BETPOP_GR3_P16,2020,Betula populifolia,GR,3,P16,44.794942,-71.146683,cookie,0.5223933333333333,140.82616942069293,NA,NA,135,NA,NA,NA,NA,282,293,2324.3055555555543,147
BETPOP_GR3_P6,2018,Betula populifolia,GR,3,P6,44.794942,-71.146683,cookie,0.5520266666666667,298.3980076106,103,NA,124,NA,NA,NA,NA,268,268,2269.494444444444,144
BETPOP_GR3_P6,2019,Betula populifolia,GR,3,P6,44.794942,-71.146683,cookie,0.3175,298.0081806566811,100,NA,112,100,NA,140,179,NA,240,NA,NA
BETPOP_GR3_P6,2020,Betula populifolia,GR,3,P6,44.794942,-71.146683,cookie,0.18965333333333334,180.46082843569928,91,NA,130.5,NA,NA,NA,311,282,268,2354.722222222221,152
BETPOP_GR5_P1,2018,Betula populifolia,GR,5,P1,44.794942,-71.146683,cookie,0.1143,4.1421647391290115,114,NA,124,NA,NA,NA,NA,239,288,1821.5999999999995,115
BETPOP_GR5_P1,2019,Betula populifolia,GR,5,P1,44.794942,-71.146683,cookie,0.57912,149.59220880907966,103,NA,119,NA,NA,225,NA,NA,240,NA,NA
BETPOP_GR5_P1,2020,Betula populifolia,GR,5,P1,44.794942,-71.146683,cookie,1.15062,966.7958432881094,108,NA,143,NA,NA,NA,NA,282,275,2249.36111111111,139
BETPOP_GR5_P6,2018,Betula populifolia,GR,5,P6,44.794942,-71.146683,cookie,0.6138333333333333,311.11501411600295,110,NA,124,NA,NA,NA,NA,268,NA,2269.494444444444,144
BETPOP_GR5_P6,2019,Betula populifolia,GR,5,P6,44.794942,-71.146683,cookie,0.41994666666666663,347.7769892536372,112,129,127,100,NA,NA,NA,263,240,2037.9388888888893,136
BETPOP_GR5_P6,2020,Betula populifolia,GR,5,P6,44.794942,-71.146683,cookie,0.15070666666666666,153.8782784722723,100,NA,133,NA,NA,NA,NA,282,275,2337.86111111111,149
BETPOP_GR5A_P12,2018,Betula populifolia,GR,5A,P12,44.794942,-71.146683,cookie,0.48344666666666664,131.52707376429566,110,NA,124,NA,NA,NA,NA,268,274,2269.494444444444,144
BETPOP_GR5A_P12,2019,Betula populifolia,GR,5A,P12,44.794942,-71.146683,cookie,0.33528,178.1421350113491,NA,NA,127,NA,NA,NA,NA,274,245,2193.694444444445,147
BETPOP_GR5A_P12,2020,Betula populifolia,GR,5A,P12,44.794942,-71.146683,cookie,0.4512733333333333,350.057172909576,NA,NA,148,NA,NA,NA,NA,282,293,2195.472222222221,134
BETPOP_GR5A_P3,2018,Betula populifolia,GR,5A,P3,44.794942,-71.146683,cookie,0.7399866666666667,477.1738647758071,103,NA,124,NA,NA,NA,NA,263,274,2220.3749999999995,139
BETPOP_GR5A_P3,2019,Betula populifolia,GR,5A,P3,44.794942,-71.146683,cookie,0.47413333333333335,486.6148385263517,112,147,129,NA,NA,147,186,267,240,2093.7083333333335,138
BETPOP_GR5A_P3,2020,Betula populifolia,GR,5A,P3,44.794942,-71.146683,cookie,0.0381,45.15033882747566,111,143,135,98,NA,NA,298,NA,282,NA,NA
BETPOP_GR5B_P12,2018,Betula populifolia,GR,5B,P12,44.794942,-71.146683,cookie,0.6011333333333333,252.10115866041986,110,NA,124,NA,NA,NA,NA,268,274,2269.494444444444,144
BETPOP_GR5B_P12,2019,Betula populifolia,GR,5B,P12,44.794942,-71.146683,cookie,0.42333333333333334,318.09203829818944,107,142,119,NA,NA,147,NA,274,240,2233.6111111111113,155
BETPOP_GR5B_P12,2020,Betula populifolia,GR,5B,P12,44.794942,-71.146683,cookie,0.50292,524.4908847839033,NA,NA,135,NA,NA,NA,306,282,268,2324.3055555555543,147
BETPOP_GR5B_P3,2018,Betula populifolia,GR,5B,P3,44.794942,-71.146683,cookie,1.14046,775.492826019668,114,NA,124,NA,NA,NA,NA,260,NA,2180.041666666666,136
BETPOP_GR5B_P3,2019,Betula populifolia,GR,5B,P3,44.794942,-71.146683,cookie,0.6223000000000001,782.0165159105552,112,NA,132,NA,NA,NA,NA,260,240,1975.7638888888896,128
BETPOP_GR5B_P3,2020,Betula populifolia,GR,5B,P3,44.794942,-71.146683,cookie,0.18288000000000001,269.12788117804,108,143,143,NA,NA,NA,NA,282,275,2249.36111111111,139
BETPOP_GR5C_P12,2018,Betula populifolia,GR,5C,P12,44.794942,-71.146683,cookie,0.36322,87.66242071378348,114,NA,124,NA,NA,NA,NA,253,NA,2069.791666666666,129
BETPOP_GR5C_P12,2019,Betula populifolia,GR,5C,P12,44.794942,-71.146683,cookie,0.27686,124.13319822930497,107,NA,127,NA,NA,NA,NA,240,232,1743.7777777777778,113
BETPOP_GR5C_P12,2020,Betula populifolia,GR,5C,P12,44.794942,-71.146683,cookie,0.41317333333333334,294.9118601544093,NA,NA,135,NA,NA,NA,220,282,255,2324.3055555555543,147
BETPOP_HF1_P2,2018,Betula populifolia,HF,1,P2,42.531705,-72.18992,cookie,0.508,311.6913094222299,107,NA,124,NA,128,166,197,268,NA,2269.494444444444,144
BETPOP_HF1_P2,2019,Betula populifolia,HF,1,P2,42.531705,-72.18992,cookie,0.4072466666666667,369.08505216464516,103,155,119,NA,NA,168,NA,267,232,2146.6805555555557,148
BETPOP_HF1_P2,2020,Betula populifolia,HF,1,P2,42.531705,-72.18992,cookie,0.17949333333333334,194.40271582057392,100,NA,130.5,NA,NA,NA,265.5,282,275,2354.722222222221,152
BETPOP_HF1_P3,2018,Betula populifolia,HF,1,P3,42.531705,-72.18992,cookie,0.6900333333333333,319.9722608506272,114,NA,124,NA,NA,NA,NA,270,288,2300.7416666666663,146
BETPOP_HF1_P3,2019,Betula populifolia,HF,1,P3,42.531705,-72.18992,cookie,0.60198,538.2050916081703,112,161,119,NA,NA,168,NA,274,240,2233.6111111111113,155
BETPOP_HF1_P3,2020,Betula populifolia,HF,1,P3,42.531705,-72.18992,cookie,0.28786666666666666,326.9033435547089,108,NA,130.5,NA,NA,NA,NA,282,268,2354.722222222221,152
BETPOP_HF3_P1,2018,Betula populifolia,HF,3,P1,42.531705,-72.18992,cookie,0.49022000000000004,278.86815014623824,114,128,124,NA,128,163,211,260,NA,2180.041666666666,136
BETPOP_HF3_P1,2019,Betula populifolia,HF,3,P1,42.531705,-72.18992,cookie,0.5469466666666667,494.42218736428583,112,NA,127,107,NA,147,NA,NA,245,NA,NA
BETPOP_HF3_P1,2020,Betula populifolia,HF,3,P1,42.531705,-72.18992,cookie,0.2700866666666667,313.0418537565177,108,135,130.5,NA,NA,NA,214,282,275,2354.722222222221,152
BETPOP_HF3A_P6,2018,Betula populifolia,HF,3A,P6,42.531705,-72.18992,cookie,0.4504266666666667,64.27888396839217,107,NA,124,NA,NA,NA,NA,263,274,2220.3749999999995,139
BETPOP_HF3A_P6,2019,Betula populifolia,HF,3A,P6,42.531705,-72.18992,cookie,0.29633333333333334,111.54455761860675,NA,NA,117,NA,NA,NA,206,274,240,2242.969444444445,157
BETPOP_HF3A_P6,2020,Betula populifolia,HF,3A,P6,42.531705,-72.18992,cookie,0.25654,141.41395009644606,100,133,135,NA,NA,NA,277.3333333333333,282,293,2324.3055555555543,147
BETPOP_HF3B_P6,2018,Betula populifolia,HF,3B,P6,42.531705,-72.18992,cookie,0.5410200000000001,432.64373590274687,110,131,124,NA,128,151,180,263,NA,2220.3749999999995,139
BETPOP_HF3B_P6,2019,Betula populifolia,HF,3B,P6,42.531705,-72.18992,cookie,0.4064,447.7442943898244,NA,147,119,103,NA,168,225,260,240,2052.183333333334,141
BETPOP_HF3B_P6,2020,Betula populifolia,HF,3B,P6,42.531705,-72.18992,cookie,0.17356666666666667,222.3493223177312,108,NA,130.5,NA,NA,NA,270.5,282,268,2354.722222222221,152
BETPOP_HF4_P9,2018,Betula populifolia,HF,4,P9,42.531705,-72.18992,cookie,0.4123266666666667,283.398790619342,114,128,124,NA,128,151,180,297,NA,2513.5611111111098,173
BETPOP_HF4_P9,2019,Betula populifolia,HF,4,P9,42.531705,-72.18992,cookie,0.2726266666666667,248.15694764312497,107,147,134.5,NA,112,168,NA,260,245,1971.194444444445,126
BETPOP_HF4_P9,2020,Betula populifolia,HF,4,P9,42.531705,-72.18992,cookie,0.2683933333333334,290.3346025932285,NA,NA,133,NA,NA,NA,311,282,275,2337.86111111111,149
BETPOP_HF5_P6,2018,Betula populifolia,HF,5,P6,42.531705,-72.18992,core,0.93345,875.7273348998324,110,NA,124,NA,NA,NA,NA,270,NA,2300.7416666666663,146
BETPOP_HF5_P6,2019,Betula populifolia,HF,5,P6,42.531705,-72.18992,core,0.64897,868.246305678437,103,147,119,103,NA,147,214,NA,240,NA,NA
BETPOP_HF5_P6,2020,Betula populifolia,HF,5,P6,42.531705,-72.18992,core,0.21717,356.5832274353656,100,NA,130.5,NA,NA,NA,284.3333333333333,282,275,2354.722222222221,152
BETPOP_WM7_P1,2018,Betula populifolia,WM,7,P1,44.112337,-71.230138,cookie,0.8407399999999999,522.5012134159806,103,NA,124,NA,NA,NA,NA,268,274,2269.494444444444,144
BETPOP_WM7_P1,2019,Betula populifolia,WM,7,P1,44.112337,-71.230138,cookie,0.6366933333333333,689.8707474217169,97,142,112,112,NA,147,225,NA,245,NA,NA
BETPOP_WM7_P1,2020,Betula populifolia,WM,7,P1,44.112337,-71.230138,cookie,0.36660666666666664,505.2191103288953,85,NA,133,NA,NA,NA,265.5,282,268,2337.86111111111,149
BETPOP_WM7_P15,2018,Betula populifolia,WM,7,P15,44.112337,-71.230138,cookie,0.6747933333333335,186.10284731295684,103,NA,124,NA,NA,NA,NA,268,274,2269.494444444444,144
BETPOP_WM7_P15,2019,Betula populifolia,WM,7,P15,44.112337,-71.230138,cookie,0.8119533333333334,603.4528002765969,NA,142,119,NA,NA,147,214,274,240,2233.6111111111113,155
BETPOP_WM7_P15,2020,Betula populifolia,WM,7,P15,44.112337,-71.230138,cookie,0.41486666666666666,474.7822054744668,NA,NA,133,NA,NA,NA,276,282,275,2337.86111111111,149
BETPOP_WM7_P2,2018,Betula populifolia,WM,7,P2,44.112337,-71.230138,cookie,1.34366,1457.7832295540866,110,NA,124,NA,NA,NA,NA,274,NA,2338.9111111111106,150
BETPOP_WM7_P2,2019,Betula populifolia,WM,7,P2,44.112337,-71.230138,cookie,0.7018866666666667,1218.0038455653732,103,142,119,NA,119,142,225,267,245,2146.6805555555557,148
BETPOP_WM7_P2,2020,Betula populifolia,WM,7,P2,44.112337,-71.230138,cookie,0.37338,785.9255952092993,100,NA,131.5,NA,NA,NA,311,282,293,2341.86111111111,150
BETPOP_WM7_P3,2018,Betula populifolia,WM,7,P3,44.112337,-71.230138,cookie,1.3546666666666667,1508.6978726637751,110,NA,124,NA,NA,NA,NA,268,NA,2269.494444444444,144
BETPOP_WM7_P3,2019,Betula populifolia,WM,7,P3,44.112337,-71.230138,cookie,0.91694,1685.87456102495,103,147,119,107,NA,147,NA,274,245,2233.6111111111113,155
BETPOP_WM7_P3,2020,Betula populifolia,WM,7,P3,44.112337,-71.230138,cookie,0.38861999999999997,857.1605594507417,100,NA,130.5,NA,NA,NA,265.5,282,301,2354.722222222221,152
BETPOP_WM7_P6,2018,Betula populifolia,WM,7,P6,44.112337,-71.230138,cookie,0.6062133333333334,335.9673269408049,110,NA,124,NA,NA,NA,NA,268,281,2269.494444444444,144
BETPOP_WM7_P6,2019,Betula populifolia,WM,7,P6,44.112337,-71.230138,cookie,0.47074666666666665,418.1093385723142,100,150,112,NA,NA,147,NA,274,245,2267.730555555556,162
BETPOP_WM7_P6,2020,Betula populifolia,WM,7,P6,44.112337,-71.230138,cookie,0.33951333333333333,392.09632781539307,100,NA,131.5,NA,NA,NA,311,282,293,2341.86111111111,150
BETPOP_WM7_P9,2018,Betula populifolia,WM,7,P9,44.112337,-71.230138,cookie,0.7035800000000001,362.89241116010174,103,NA,124,NA,NA,NA,NA,268,NA,2269.494444444444,144
BETPOP_WM7_P9,2019,Betula populifolia,WM,7,P9,44.112337,-71.230138,cookie,0.63246,596.1859394163666,NA,142,112,112,NA,142,221,260,240,2086.3027777777784,148
BETPOP_WM7_P9,2020,Betula populifolia,WM,7,P9,44.112337,-71.230138,cookie,0.8068733333333333,1128.0436753363756,NA,NA,135,NA,NA,NA,256.5,282,293,2324.3055555555543,147
BETPOP_WM8_P15,2018,Betula populifolia,WM,8,P15,44.112337,-71.230138,cookie,0.38354,232.1159400748424,103,NA,124,NA,NA,NA,NA,268,NA,2269.494444444444,144
BETPOP_WM8_P15,2019,Betula populifolia,WM,8,P15,44.112337,-71.230138,cookie,0.5909733333333334,536.6626740417976,100,NA,119,NA,NA,218,NA,263,240,2077.855555555556,144
BETPOP_WM8_P15,2020,Betula populifolia,WM,8,P15,44.112337,-71.230138,cookie,0.07535333333333334,86.21256171359238,NA,NA,133,NA,NA,NA,NA,282,293,2337.86111111111,149
BETPOP_WM8_P16,2018,Betula populifolia,WM,8,P16,44.112337,-71.230138,cookie,0.3234266666666667,97.78373370626299,NA,NA,142,NA,NA,NA,NA,268,263,2091.555555555555,126
BETPOP_WM8_P16,2019,Betula populifolia,WM,8,P16,44.112337,-71.230138,cookie,0.2810933333333333,138.1298100219221,97,150,115,NA,NA,168,NA,274,240,2249.6500000000005,159
BETPOP_WM8_P16,2020,Betula populifolia,WM,8,P16,44.112337,-71.230138,cookie,0.46227999999999997,337.8157958245525,NA,NA,133,NA,NA,NA,276,282,275,2337.86111111111,149
BETPOP_WM9_P15,2018,Betula populifolia,WM,9,P15,44.112337,-71.230138,cookie,0.31242000000000003,60.123207029820556,103,NA,124,NA,NA,NA,NA,263,NA,2220.3749999999995,139
BETPOP_WM9_P15,2019,Betula populifolia,WM,9,P15,44.112337,-71.230138,cookie,0.3107266666666667,121.1848363109297,107,NA,115,NA,NA,NA,NA,267,240,2162.719444444445,152
BETPOP_WM9_P15,2020,Betula populifolia,WM,9,P15,44.112337,-71.230138,cookie,0.2802466666666667,161.1309515230879,NA,NA,133,NA,NA,NA,NA,282,275,2337.86111111111,149
