treeid,year,spp,site,plot,replicate,lengthCM,sampleType,budburst,flowers,leafout,flobuds,flobudburst,fruit,ripefruit,budset,leafcolor,provenance.lat,provenance.long,BAI,pgsGDD5,pgsGDD10,fgsGDD10,fullGDD,pgsGSL,pgsGDDAVG,idyear,latbi
ALNINC_WM5B_P16,2018,ALNINC,WM,5B,P16,0.26331333333333334,cookies,NA,NA,142,NA,NA,NA,NA,263,304,44.112337,-71.230138,21.97151190363963,2042.4361111111107,1439.3333333333335,1606.3111111111111,2950.9972222222204,121,2367.930555555555,ALNINC_WM5B_P16_2018,Alnus incana
ALNINC_WM5B_P16,2019,ALNINC,WM,5B,P16,0.5300133333333333,cookies,97,103,123,NA,NA,161,228,274,240,44.112337,-71.230138,176.6855199114368,2218.9194444444447,1501.3166666666666,1212.5138888888891,2826.3750000000005,151,2225.4527777777785,ALNINC_WM5B_P16_2019,Alnus incana
ALNINC_WM5B_P16,2020,ALNINC,WM,5B,P16,0.31157333333333337,cookies,NA,NA,143,NA,NA,NA,NA,282,241,44.112337,-71.230138,186.45213766854806,2249.36111111111,1586.7499999999995,1257.2777777777778,3024.833333333331,139,2481.333333333332,ALNINC_WM5B_P16_2020,Alnus incana
ALNINC_WM5B_P2,2018,ALNINC,WM,5B,P2,0.6477,cookies,114,NA,128,NA,NA,NA,NA,253,274,44.112337,-71.230138,134.0903379985569,2028.766666666666,1415.3861111111112,1582.7833333333338,2950.9972222222204,125,2444.566666666666,ALNINC_WM5B_P2_2018,Alnus incana
ALNINC_WM5B_P2,2019,ALNINC,WM,5B,P2,0.5300133333333333,cookies,103,123.5,119,NA,86,147,245,274,240,44.112337,-71.230138,303.44886776224394,2233.6111111111113,1505.65,1216.8472222222226,2826.3750000000005,155,2229.7861111111115,ALNINC_WM5B_P2_2019,Alnus incana
ALNINC_WM5B_P2,2020,ALNINC,WM,5B,P2,0.14139333333333334,cookies,85,NA,NA,NA,NA,NA,275,282,293,44.112337,-71.230138,111.38443805521199,NA,NA,NA,3024.833333333331,NA,NA,ALNINC_WM5B_P2_2020,Alnus incana
BETALL_GR12_P1,2018,BETALL,GR,12,P1,0.30818666666666666,cookies,114,NA,124,NA,NA,NA,NA,268,288,44.794942,-71.146683,75.25078991578333,2269.494444444444,1564.927777777778,1684.7638888888887,2950.9972222222204,144,2236.649999999999,BETALL_GR12_P1_2018,Betula alleghaniensis
BETALL_GR12_P1,2019,BETALL,GR,12,P1,0.4953,cookies,107,165,115,NA,NA,NA,NA,260,240,44.794942,-71.146683,246.4104958651689,2068.222222222223,1393.8194444444446,1222.2888888888892,2826.3750000000005,145,2187.977777777778,BETALL_GR12_P1_2019,Betula alleghaniensis
BETALL_GR12_P1,2020,BETALL,GR,12,P1,0.3666066666666667,cookies,98,NA,143,NA,NA,NA,NA,263,248,44.794942,-71.146683,285.732347463079,2037.3333333333321,1452.9999999999995,1326.1111111111113,3024.833333333331,120,2280.083333333332,BETALL_GR12_P1_2020,Betula alleghaniensis
BETALL_GR12_P3,2018,BETALL,GR,12,P3,0.4428066666666667,cookies,114,NA,124,NA,NA,NA,NA,281,297,44.794942,-71.146683,153.8992223814084,2408.016666666666,1643.525,1701.5083333333332,2950.9972222222204,157,2236.649999999999,BETALL_GR12_P3_2018,Betula alleghaniensis
BETALL_GR12_P3,2019,BETALL,GR,12,P3,0.41148,cookies,NA,NA,123,NA,NA,NA,NA,260,240,44.794942,-71.146683,254.91034492453642,2037.4916666666672,1384.0444444444445,1212.5138888888891,2826.3750000000005,137,2178.2027777777785,BETALL_GR12_P3_2019,Betula alleghaniensis
BETALL_GR12_P3,2020,BETALL,GR,12,P3,0.11768666666666666,cookies,100,NA,135,NA,NA,NA,NA,248,268,44.794942,-71.146683,92.24846120460192,1914.2499999999995,1370.2500000000002,1524.9444444444437,3024.833333333331,113,2324.222222222221,BETALL_GR12_P3_2020,Betula alleghaniensis
BETALL_GR13_P1,2018,BETALL,GR,13,P1,0.36152666666666666,cookies,114,NA,128,NA,NA,NA,NA,268,277,44.794942,-71.146683,111.53036980919205,2228.469444444444,1541.8944444444446,1599.0722222222225,2950.9972222222204,140,2213.616666666666,BETALL_GR13_P1_2018,Betula alleghaniensis
BETALL_GR13_P1,2019,BETALL,GR,13,P1,0.24638000000000002,cookies,107,NA,127,NA,NA,NA,NA,260,NA,44.794942,-71.146683,123.22652964670654,2012.2666666666673,1372.5944444444444,NA,2826.3750000000005,133,2166.752777777778,BETALL_GR13_P1_2019,Betula alleghaniensis
BETALL_GR13_P1,2020,BETALL,GR,13,P1,0.31242,cookies,98,NA,130.5,NA,NA,NA,NA,282,275,44.794942,-71.146683,212.0368117031389,2354.722222222221,1648.1666666666663,1614.7777777777771,3024.833333333331,152,2341.4999999999986,BETALL_GR13_P1_2020,Betula alleghaniensis
BETALL_GR13_P15,2018,BETALL,GR,13,P15,0.14308666666666667,cookies,103,NA,131,NA,NA,NA,NA,253,NA,44.794942,-71.146683,60.02051431405681,1997.0888888888883,1397.5,NA,2950.9972222222204,122,2195.730555555555,BETALL_GR13_P15_2018,Betula alleghaniensis
BETALL_GR13_P15,2019,BETALL,GR,13,P15,0.153924,cookies,107,NA,119,NA,NA,NA,NA,249,232,44.794942,-71.146683,85.05186378147317,1916.7555555555557,1304.9083333333333,1136.0833333333335,2826.3750000000005,130,2182.5361111111115,BETALL_GR13_P15_2019,Betula alleghaniensis
BETALL_GR13_P15,2020,BETALL,GR,13,P15,0.038946666666666664,cookies,NA,NA,135,NA,NA,NA,NA,263,268,44.794942,-71.146683,22.924797574315058,2112.2777777777765,1497.1388888888885,1524.9444444444437,3024.833333333331,128,2324.222222222221,BETALL_GR13_P15_2020,Betula alleghaniensis
BETALL_GR13_P2,2018,BETALL,GR,13,P2,0.49360666666666664,cookies,114,NA,128,NA,NA,NA,NA,263,NA,44.794942,-71.146683,227.4758507862536,2179.3499999999995,1515.9694444444444,NA,2950.9972222222204,135,2213.616666666666,BETALL_GR13_P2_2018,Betula alleghaniensis
BETALL_GR13_P2,2019,BETALL,GR,13,P2,0.50927,cookies,107,NA,123,NA,NA,NA,NA,260,240,44.794942,-71.146683,460.22281057506535,2037.4916666666672,1384.0444444444445,1212.5138888888891,2826.3750000000005,137,2178.2027777777785,BETALL_GR13_P2_2019,Betula alleghaniensis
BETALL_GR13_P2,2020,BETALL,GR,13,P2,0.233045,cookies,108,NA,143,NA,NA,NA,NA,255,268,44.794942,-71.146683,309.3658598981584,1953.027777777777,1404.8333333333333,1480.8055555555547,3024.833333333331,112,2280.083333333332,BETALL_GR13_P2_2020,Betula alleghaniensis
BETALL_GR14_P15,2018,BETALL,GR,14,P15,0.12192,cookies,NA,NA,135,NA,NA,NA,NA,225,263,44.794942,-71.146683,15.55254155843253,1465.1138888888886,1022.2194444444449,1476.9472222222223,2950.9972222222204,90,2174.5944444444435,BETALL_GR14_P15_2018,Betula alleghaniensis
BETALL_GR14_P15,2019,BETALL,GR,14,P15,0.07789333333333334,cookies,107,NA,119,NA,NA,NA,NA,249,232,44.794942,-71.146683,14.866121826748453,1916.7555555555557,1304.9083333333333,1136.0833333333335,2826.3750000000005,130,2182.5361111111115,BETALL_GR14_P15_2019,Betula alleghaniensis
BETALL_GR14_P15,2020,BETALL,GR,14,P15,0.37422666666666665,cookies,NA,NA,143,NA,NA,NA,NA,263,275,44.794942,-71.146683,126.48364532234525,2037.3333333333321,1452.9999999999995,1553.3611111111104,3024.833333333331,120,2280.083333333332,BETALL_GR14_P15_2020,Betula alleghaniensis
BETALL_GR9_P3,2018,BETALL,GR,9,P3,0.37338,cookies,114,NA,128,NA,NA,NA,NA,263,297,44.794942,-71.146683,86.56252767915586,2179.3499999999995,1515.9694444444444,1678.4749999999997,2950.9972222222204,135,2213.616666666666,BETALL_GR9_P3_2018,Betula alleghaniensis
BETALL_GR9_P3,2019,BETALL,GR,9,P3,0.5909733333333334,cookies,NA,NA,127,NA,NA,NA,NA,249,240,44.794942,-71.146683,318.74197509137855,1876.838888888889,1289.125,1201.063888888889,2826.3750000000005,122,2166.752777777778,BETALL_GR9_P3_2019,Betula alleghaniensis
BETALL_GR9_P3,2020,BETALL,GR,9,P3,0.3852333333333333,cookies,108,NA,143,NA,NA,NA,NA,248,275,44.794942,-71.146683,330.27261048572115,1839.3055555555552,1326.1111111111113,1553.3611111111104,3024.833333333331,105,2280.083333333332,BETALL_GR9_P3_2020,Betula alleghaniensis
BETALL_SH2_P6,2018,BETALL,SH,2,P6,0.49868666666666667,cookies,110,NA,124,NA,NA,NA,NA,263,NA,45.932675,-74.02507,78.71464224289382,2220.3749999999995,1539.0027777777777,NA,2950.9972222222204,139,2236.649999999999,BETALL_SH2_P6_2018,Betula alleghaniensis
BETALL_SH2_P6,2019,BETALL,SH,2,P6,0.3852333333333333,cookies,100,NA,115,NA,NA,NA,NA,249,240,45.932675,-74.02507,171.51102313489318,1932.7944444444447,1310.3500000000001,1222.2888888888892,2826.3750000000005,134,2187.977777777778,BETALL_SH2_P6_2019,Betula alleghaniensis
BETALL_SH2_P6,2020,BETALL,SH,2,P6,0.2243666666666667,cookies,98,NA,148,NA,NA,NA,NA,255,275,45.932675,-74.02507,142.8205700584207,1899.138888888888,1372.75,1521.2777777777771,3024.833333333331,107,2247.9999999999986,BETALL_SH2_P6_2020,Betula alleghaniensis
BETALL_SH4_P3,2018,BETALL,SH,4,P3,0.40978666666666663,cookies,103,NA,131,NA,NA,NA,NA,263,268,45.932675,-74.02507,175.77614888894982,2147.6722222222215,1498.0833333333335,1524.0083333333337,2950.9972222222204,132,2195.730555555555,BETALL_SH4_P3_2018,Betula alleghaniensis
BETALL_SH4_P3,2019,BETALL,SH,4,P3,0.23791333333333334,cookies,107,NA,135,NA,NA,NA,NA,263,240,45.932675,-74.02507,149.67801127554023,1991.202777777778,1367.7472222222223,1179.8722222222225,2826.3750000000005,128,2145.5611111111116,BETALL_SH4_P3_2019,Betula alleghaniensis
BETALL_SH4_P3,2020,BETALL,SH,4,P3,0.22267333333333333,cookies,108,NA,135,NA,NA,NA,NA,248,275,45.932675,-74.02507,173.44867253496204,1914.2499999999995,1370.2500000000002,1597.4999999999993,3024.833333333331,113,2324.222222222221,BETALL_SH4_P3_2020,Betula alleghaniensis
BETALL_SH4A_P9,2018,BETALL,SH,4A,P9,0.22225,coresWithoutCookies,103,NA,124,NA,NA,NA,NA,239,274,45.932675,-74.02507,15.834608721796803,1821.5999999999995,1260.227777777778,1605.816666666667,2950.9972222222204,115,2236.649999999999,BETALL_SH4A_P9_2018,Betula alleghaniensis
BETALL_SH4A_P9,2019,BETALL,SH,4A,P9,0.16764,coresWithoutCookies,107,NA,119,NA,NA,NA,NA,263,232,45.932675,-74.02507,33.68591321040165,2077.855555555556,1404.7222222222222,1136.0833333333335,2826.3750000000005,144,2182.5361111111115,BETALL_SH4A_P9_2019,Betula alleghaniensis
BETALL_SH4A_P9,2020,BETALL,SH,4A,P9,0.21844000000000002,coresWithoutCookies,NA,NA,143,NA,NA,NA,NA,282,293,45.932675,-74.02507,68.27173890368047,2249.36111111111,1586.7499999999995,1632.3611111111106,3024.833333333331,139,2280.083333333332,BETALL_SH4A_P9_2020,Betula alleghaniensis
BETALL_SH5_P6,2018,BETALL,SH,5,P6,0.2937933333333333,cookies,110,NA,131,NA,NA,NA,NA,263,274,45.932675,-74.02507,51.67132627847429,2147.6722222222215,1498.0833333333335,1564.8972222222228,2950.9972222222204,132,2195.730555555555,BETALL_SH5_P6_2018,Betula alleghaniensis
BETALL_SH5_P6,2019,BETALL,SH,5,P6,0.2794,cookies,107,NA,119,NA,NA,NA,NA,263,240,45.932675,-74.02507,99.78489044371203,2077.855555555556,1404.7222222222222,1216.8472222222226,2826.3750000000005,144,2182.5361111111115,BETALL_SH5_P6_2019,Betula alleghaniensis
BETALL_SH5_P6,2020,BETALL,SH,5,P6,0.25992666666666664,cookies,108,NA,143,NA,NA,NA,NA,268,275,45.932675,-74.02507,137.44947077998722,2082.86111111111,1480.8055555555547,1553.3611111111104,3024.833333333331,125,2280.083333333332,BETALL_SH5_P6_2020,Betula alleghaniensis
BETALL_SH9_P6,2018,BETALL,SH,9,P6,0.4715933333333333,cookies,114,NA,131,NA,NA,NA,NA,239,NA,45.932675,-74.02507,217.7376086479718,1748.8972222222217,1219.3083333333334,NA,2950.9972222222204,108,2195.730555555555,BETALL_SH9_P6_2018,Betula alleghaniensis
BETALL_SH9_P6,2019,BETALL,SH,9,P6,0.37761333333333336,cookies,112,NA,127,NA,NA,NA,NA,249,240,45.932675,-74.02507,276.0164004538775,1876.838888888889,1289.125,1201.063888888889,2826.3750000000005,122,2166.752777777778,BETALL_SH9_P6_2019,Betula alleghaniensis
BETALL_SH9_P6,2020,BETALL,SH,9,P6,0.42418,cookies,108,NA,148,NA,NA,NA,NA,263,275,45.932675,-74.02507,417.022282127157,1983.4444444444432,1420.9166666666663,1521.2777777777771,3024.833333333331,115,2247.9999999999986,BETALL_SH9_P6_2020,Betula alleghaniensis
BETALL_SH9_P9,2018,BETALL,SH,9,P9,0.14901333333333333,cookies,110,NA,128,NA,NA,NA,NA,239,NA,45.932675,-74.02507,18.82384504348598,1780.5749999999994,1237.1944444444446,NA,2950.9972222222204,111,2213.616666666666,BETALL_SH9_P9_2018,Betula alleghaniensis
BETALL_SH9_P9,2019,BETALL,SH,9,P9,0.37592000000000003,cookies,112,NA,119,NA,NA,NA,NA,263,245,45.932675,-74.02507,119.28164301943951,2077.855555555556,1404.7222222222222,1269.177777777778,2826.3750000000005,144,2182.5361111111115,BETALL_SH9_P9_2019,Betula alleghaniensis
BETALL_SH9_P9,2020,BETALL,SH,9,P9,0.45212,cookies,NA,NA,154,NA,NA,NA,NA,268,275,45.932675,-74.02507,303.8704483848531,1954.11111111111,1397.1111111111104,1469.666666666666,3024.833333333331,114,2196.3888888888873,BETALL_SH9_P9_2020,Betula alleghaniensis
BETALL_WM8_P1,2018,BETALL,WM,8,P1,0.5139266666666666,cookies,114,NA,138,NA,NA,NA,NA,277,297,44.112337,-71.230138,180.547982122104,2232.783333333333,1545.7166666666672,1625.119444444444,2950.9972222222204,139,2160.2611111111105,BETALL_WM8_P1_2018,Betula alleghaniensis
BETALL_WM8_P1,2019,BETALL,WM,8,P1,0.36576,cookies,112,NA,135,NA,NA,NA,NA,260,267,44.112337,-71.230138,230.2005858038539,1965.530555555556,1351.4027777777778,1416.5722222222223,2826.3750000000005,125,2145.5611111111116,BETALL_WM8_P1_2019,Betula alleghaniensis
BETALL_WM8_P1,2020,BETALL,WM,8,P1,0.40978666666666663,cookies,108,NA,143,NA,NA,NA,NA,268,275,44.112337,-71.230138,363.36871619045337,2082.86111111111,1480.8055555555547,1553.3611111111104,3024.833333333331,125,2280.083333333332,BETALL_WM8_P1_2020,Betula alleghaniensis
BETALL_WM8_P9,2018,BETALL,WM,8,P9,0.45339000000000007,coresWithoutCookies,103,NA,131,NA,NA,NA,NA,239,268,44.112337,-71.230138,190.26156449640308,1748.8972222222217,1219.3083333333334,1524.0083333333337,2950.9972222222204,108,2195.730555555555,BETALL_WM8_P9_2018,Betula alleghaniensis
BETALL_WM8_P9,2019,BETALL,WM,8,P9,0.51054,coresWithoutCookies,107,NA,119,NA,NA,NA,NA,260,232,44.112337,-71.230138,369.85592314284554,2052.183333333334,1388.3777777777777,1136.0833333333335,2826.3750000000005,141,2182.5361111111115,BETALL_WM8_P9_2019,Betula alleghaniensis
BETALL_WM8_P9,2020,BETALL,WM,8,P9,0.23368,coresWithoutCookies,NA,NA,NA,NA,NA,NA,NA,268,293,44.112337,-71.230138,224.13090581423793,NA,NA,NA,3024.833333333331,NA,NA,BETALL_WM8_P9_2020,Betula alleghaniensis
BETALL_WM8A_P12,2018,BETALL,WM,8A,P12,0.309245,cookies,110,NA,142,NA,NA,NA,NA,268,288,44.112337,-71.230138,105.7789021164494,2091.555555555555,1465.2583333333337,1585.0944444444444,2950.9972222222204,126,2136.980555555555,BETALL_WM8A_P12_2018,Betula alleghaniensis
BETALL_WM8A_P12,2019,BETALL,WM,8A,P12,0.34967333333333334,cookies,107,NA,115,NA,NA,NA,NA,260,240,44.112337,-71.230138,195.21006973726924,2068.222222222223,1393.8194444444446,1222.2888888888892,2826.3750000000005,145,2187.977777777778,BETALL_WM8A_P12_2019,Betula alleghaniensis
BETALL_WM8A_P12,2020,BETALL,WM,8A,P12,0.08382,cookies,NA,NA,135,NA,NA,NA,NA,248,268,44.112337,-71.230138,59.14222135028774,1914.2499999999995,1370.2500000000002,1524.9444444444437,3024.833333333331,113,2324.222222222221,BETALL_WM8A_P12_2020,Betula alleghaniensis
BETALL_WM8A_P5,2018,BETALL,WM,8A,P5,0.635,cookies,103,NA,131,NA,NA,NA,NA,256,281,44.112337,-71.230138,363.8835309892164,2041.5138888888885,1426.9250000000002,1602.6055555555558,2950.9972222222204,125,2195.730555555555,BETALL_WM8A_P5_2018,Betula alleghaniensis
BETALL_WM8A_P5,2019,BETALL,WM,8A,P5,0.5249333333333334,cookies,107,NA,123,NA,NA,NA,NA,249,240,44.112337,-71.230138,493.12906987762915,1902.0638888888889,1300.575,1212.5138888888891,2826.3750000000005,126,2178.2027777777785,BETALL_WM8A_P5_2019,Betula alleghaniensis
BETALL_WM8A_P5,2020,BETALL,WM,8A,P5,0.5427133333333334,cookies,108,NA,135,NA,NA,NA,NA,263,275,44.112337,-71.230138,692.1239066787705,2112.2777777777765,1497.1388888888885,1597.4999999999993,3024.833333333331,128,2324.222222222221,BETALL_WM8A_P5_2020,Betula alleghaniensis
BETALL_WM8B_P12,2018,BETALL,WM,8B,P12,0.6917266666666667,cookies,96,NA,138,NA,NA,NA,NA,268,NA,44.112337,-71.230138,246.41995440477874,2132.0777777777776,1488.5388888888892,NA,2950.9972222222204,130,2160.2611111111105,BETALL_WM8B_P12_2018,Betula alleghaniensis
BETALL_WM8B_P12,2019,BETALL,WM,8B,P12,0.5461,cookies,103,NA,127,NA,NA,NA,NA,274,240,44.112337,-71.230138,420.51518568306915,2193.694444444445,1489.8666666666666,1201.063888888889,2826.3750000000005,147,2166.752777777778,BETALL_WM8B_P12_2019,Betula alleghaniensis
BETALL_WM8B_P12,2020,BETALL,WM,8B,P12,0.22944666666666666,cookies,NA,NA,143,NA,NA,NA,NA,282,275,44.112337,-71.230138,228.22712907526213,2249.36111111111,1586.7499999999995,1553.3611111111104,3024.833333333331,139,2280.083333333332,BETALL_WM8B_P12_2020,Betula alleghaniensis
BETALL_WM8B_P5,2018,BETALL,WM,8B,P5,0.06180666666666667,cookies,110,NA,128,116,NA,NA,NA,268,288,44.112337,-71.230138,53.33332680991414,2228.469444444444,1541.8944444444446,1661.7305555555554,2950.9972222222204,140,2213.616666666666,BETALL_WM8B_P5_2018,Betula alleghaniensis
BETALL_WM8B_P5,2019,BETALL,WM,8B,P5,0.4377266666666667,cookies,100,NA,127,NA,NA,NA,NA,260,232,44.112337,-71.230138,441.78609004560997,2012.2666666666673,1372.5944444444444,1120.3000000000002,2826.3750000000005,133,2166.752777777778,BETALL_WM8B_P5_2019,Betula alleghaniensis
BETALL_WM8B_P5,2020,BETALL,WM,8B,P5,0.23198666666666667,cookies,98,NA,143,NA,NA,NA,NA,282,229,44.112337,-71.230138,280.894304452656,2249.36111111111,1586.7499999999995,1103.6944444444446,3024.833333333331,139,2280.083333333332,BETALL_WM8B_P5_2020,Betula alleghaniensis
BETALL_WM9_P5,2018,BETALL,WM,9,P5,0.5452533333333334,cookies,114,NA,131,NA,NA,NA,NA,268,NA,44.112337,-71.230138,349.95515580378435,2196.791666666666,1524.0083333333337,NA,2950.9972222222204,137,2195.730555555555,BETALL_WM9_P5_2018,Betula alleghaniensis
BETALL_WM9_P5,2019,BETALL,WM,9,P5,0.44196,cookies,107,NA,127,NA,NA,NA,NA,260,240,44.112337,-71.230138,356.4464164160093,2012.2666666666673,1372.5944444444444,1201.063888888889,2826.3750000000005,133,2166.752777777778,BETALL_WM9_P5_2019,Betula alleghaniensis
BETALL_WM9_P5,2020,BETALL,WM,9,P5,0.33782,cookies,NA,NA,143,NA,NA,NA,NA,268,275,44.112337,-71.230138,394.5724383632494,2082.86111111111,1480.8055555555547,1553.3611111111104,3024.833333333331,125,2280.083333333332,BETALL_WM9_P5_2020,Betula alleghaniensis
BETPAP_GR5A_P2,2019,BETPAP,GR,5A,P2,0.30818666666666666,cookies,112,NA,127,NA,NA,NA,NA,263,245,44.794942,-71.146683,30.00924374207021,2037.9388888888893,1388.9388888888889,1253.3944444444446,2826.3750000000005,136,2321.630555555556,BETPAP_GR5A_P2_2019,Betula papyrifera
BETPAP_GR5A_P2,2020,BETPAP,GR,5A,P2,0.42756666666666665,cookies,111,NA,135,NA,NA,NA,NA,263,293,44.794942,-71.146683,142.385477236369,2112.2777777777765,1497.1388888888885,1676.4999999999995,3024.833333333331,128,2487.888888888888,BETPAP_GR5A_P2_2020,Betula papyrifera
BETPAP_GR5B_P2,2019,BETPAP,GR,5B,P2,0.31072666666666665,cookies,100,NA,155,NA,NA,NA,NA,NA,240,44.794942,-71.146683,30.389612156379396,NA,NA,1053.2250000000001,2826.3750000000005,NA,2173.791666666667,BETPAP_GR5B_P2_2019,Betula papyrifera
BETPAP_GR8_P6,2018,BETPAP,GR,8,P6,0.08805333333333333,cookies,110,NA,131,NA,NA,NA,NA,246,268,44.794942,-71.146683,2.5173227561563687,1884.4222222222218,1319.8333333333335,1524.0083333333337,2950.9972222222204,115,2370.558333333333,BETPAP_GR8_P6_2018,Betula papyrifera
BETPAP_GR8_P6,2019,BETPAP,GR,8,P6,0.09821333333333333,cookies,NA,NA,135,NA,NA,NA,NA,263,232,44.794942,-71.146683,8.385670974077524,1991.202777777778,1367.7472222222223,1099.1083333333336,2826.3750000000005,128,2300.4388888888893,BETPAP_GR8_P6_2019,Betula papyrifera
BETPAP_GR8_P6,2020,BETPAP,GR,8,P6,0.08636,cookies,108,NA,130.5,NA,NA,NA,NA,268,275,44.794942,-71.146683,12.447438126523064,2188.222222222221,1542.2222222222215,1614.7777777777771,3024.833333333331,138,2505.1666666666656,BETPAP_GR8_P6_2020,Betula papyrifera
BETPAP_HF16_P12,2018,BETPAP,HF,16,P12,0.36576,cookies,110,NA,124,NA,NA,NA,NA,274,274,42.531705,-72.18992,44.95508754552999,2338.9111111111106,1605.816666666667,1605.816666666667,2950.9972222222204,150,2411.477777777777,BETPAP_HF16_P12_2018,Betula papyrifera
BETPAP_HF16_P12,2019,BETPAP,HF,16,P12,0.36702999999999997,cookies,103,NA,119,NA,NA,NA,NA,NA,232,42.531705,-72.18992,127.93857139732718,NA,NA,1136.0833333333335,2826.3750000000005,NA,2337.4138888888892,BETPAP_HF16_P12_2019,Betula papyrifera
BETPAP_HF16_P12,2020,BETPAP,HF,16,P12,0.6417733333333334,cookies,NA,NA,148,NA,NA,NA,NA,293,301,42.531705,-72.18992,368.22905432995657,2283.0277777777765,1600.2777777777774,1632.4722222222217,3024.833333333331,145,2411.6666666666656,BETPAP_HF16_P12_2020,Betula papyrifera
BETPAP_HF16_P3,2018,BETPAP,HF,16,P3,0.6231466666666666,cookiesUnconfident,110,NA,124,NA,NA,NA,NA,270,274,42.531705,-72.18992,196.89977027756632,2300.7416666666663,1586.1750000000002,1605.816666666667,2950.9972222222204,146,2411.477777777777,BETPAP_HF16_P3_2018,Betula papyrifera
BETPAP_HF16_P3,2019,BETPAP,HF,16,P3,0.51308,cookiesUnconfident,103,NA,119,NA,NA,NA,NA,274,232,42.531705,-72.18992,346.0987740828663,2233.6111111111113,1505.65,1136.0833333333335,2826.3750000000005,155,2337.4138888888892,BETPAP_HF16_P3_2019,Betula papyrifera
BETPAP_HF16_P3,2020,BETPAP,HF,16,P3,0.06519333333333333,cookiesUnconfident,98,NA,135.5,NA,NA,NA,NA,282,293,42.531705,-72.18992,55.76146904974926,2310.638888888888,1622.2222222222217,1667.8333333333328,3024.833333333331,146,2479.2222222222213,BETPAP_HF16_P3_2020,Betula papyrifera
BETPAP_HF16A_P6,2018,BETPAP,HF,16,P6,0.4174066666666667,cookies,100,NA,124,NA,NA,NA,NA,274,NA,42.531705,-72.18992,145.11223908388567,2338.9111111111106,1605.816666666667,NA,2950.9972222222204,150,2411.477777777777,BETPAP_HF16A_P6_2018,Betula papyrifera
BETPAP_HF16A_P6,2019,BETPAP,HF,16,P6,0.39031333333333335,cookies,100,NA,115,NA,NA,NA,NA,274,232,42.531705,-72.18992,234.98187757661788,2249.6500000000005,1511.0916666666667,1141.5250000000003,2826.3750000000005,159,2342.855555555556,BETPAP_HF16A_P6_2019,Betula papyrifera
BETPAP_HF16A_P6,2020,BETPAP,HF,16,P6,0.36745333333333335,cookies,85,NA,132.5,NA,NA,NA,311,293,301,42.531705,-72.18992,309.0753476101425,2429.416666666665,1686.5555555555552,1718.7499999999995,3024.833333333331,161,2497.9444444444434,BETPAP_HF16A_P6_2020,Betula papyrifera
BETPAP_HF16B_P6,2018,BETPAP,HF,16,P6,0.3310466666666667,cookies,103,NA,124,NA,NA,NA,NA,274,274,42.531705,-72.18992,76.26623170389472,2338.9111111111106,1605.816666666667,1605.816666666667,2950.9972222222204,150,2411.477777777777,BETPAP_HF16B_P6_2018,Betula papyrifera
BETPAP_HF16B_P6,2019,BETPAP,HF,16,P6,0.47836666666666666,cookies,NA,NA,115,NA,NA,NA,NA,267,240,42.531705,-72.18992,232.8091159062478,2162.719444444445,1458.988888888889,1222.2888888888892,2826.3750000000005,152,2342.855555555556,BETPAP_HF16B_P6_2019,Betula papyrifera
BETPAP_HF16B_P6,2020,BETPAP,HF,16,P6,0.36068,cookies,98,NA,143,NA,NA,NA,NA,282,293,42.531705,-72.18992,273.4639459791704,2249.36111111111,1586.7499999999995,1632.3611111111106,3024.833333333331,139,2443.749999999999,BETPAP_HF16B_P6_2020,Betula papyrifera
BETPAP_SH1A_P1,2018,BETPAP,SH,1A,P1,0.5782733333333333,cookies,103,NA,128,NA,NA,NA,NA,263,NA,45.932675,-74.02507,300.48091315467684,2179.3499999999995,1515.9694444444444,NA,2950.9972222222204,135,2388.444444444444,BETPAP_SH1A_P1_2018,Betula papyrifera
BETPAP_SH1A_P1,2019,BETPAP,SH,1A,P1,0.42418,cookies,NA,NA,129,NA,NA,NA,NA,274,232,45.932675,-74.02507,362.70594280779375,2180.638888888889,1483.7555555555555,1114.188888888889,2826.3750000000005,145,2315.519444444445,BETPAP_SH1A_P1_2019,Betula papyrifera
BETPAP_SH1A_P1,2020,BETPAP,SH,1A,P1,0.5621866666666667,cookies,119,NA,133,NA,NA,NA,NA,275,293,45.932675,-74.02507,662.1815483239412,2278.9166666666656,1606.0555555555547,1685.0555555555552,3024.833333333331,142,2496.4444444444434,BETPAP_SH1A_P1_2020,Betula papyrifera
BETPOP_GR3_P16,2019,BETPOP,GR,3,P16,0.16764,cookies,NA,NA,150,NA,NA,NA,NA,NA,NA,44.794942,-71.146683,8.838329655404621,NA,NA,NA,2826.3750000000005,NA,2151.4861111111113,BETPOP_GR3_P16_2019,Betula populifolia
BETPOP_GR3_P16,2020,BETPOP,GR,3,P16,0.5223933333333333,cookies,NA,NA,135,NA,NA,NA,NA,282,293,44.794942,-71.146683,140.82616942069293,2324.3055555555543,1630.8888888888885,1676.4999999999995,3024.833333333331,147,2531.2777777777765,BETPOP_GR3_P16_2020,Betula populifolia
BETPOP_GR3_P6,2018,BETPOP,GR,3,P6,0.5520266666666667,cookiesUnconfident,103,NA,124,NA,NA,NA,NA,268,268,44.794942,-71.146683,298.3980076106,2269.494444444444,1564.927777777778,1564.927777777778,2950.9972222222204,144,2418.6805555555547,BETPOP_GR3_P6_2018,Betula populifolia
