"spp","mean","p5","p25","p75","p95","spp_name"
"1",2.79713996183242,-1.40286937613663,0.982272525577788,4.57945302234218,7.14801973716749,"A. incana"
"2",5.42397437427657,0.56769344107896,3.37594659023905,7.42634125086121,10.4987811033316,"B. alleghaniensis"
"3",20.9494240917895,8.18846413569502,15.5710973389235,26.0864090980228,34.3258194101226,"B. papyrifera"
"4",9.31842032714131,2.9784406999988,6.6281649613007,11.9180438714994,15.8753518640061,"B. populifolia"
