"spp","mean","p5","p25","p75","p95","spp_name","n_eff","Rhat"
"1",3.09032234246389,-1.49426128972479,1.16566215881842,4.93977043154696,7.82253179098035,"A. incana",9407.84924946232,1.0005175042599
"2",7.08507984461109,0.647444256475949,4.31973497088384,9.71569387691337,13.6868004142693,"B. alleghaniensis",8362.75785000225,1.00021084128181
"3",22.4056182934534,8.3298781237808,16.2610083150648,28.1762728832676,37.3071461601959,"B. papyrifera",5368.49961309696,1.00000263719438
"4",10.0168175540909,3.40799578633657,7.12842218678909,12.7584638857947,17.1739854668562,"B. populifolia",8175.98737984652,1.00040138091442
