date,maxTempC,meanTempC,minTempC,source,year,doy,GDD_5,GDD_10
2018-04-06,4.766666666666666,1.0248842592592593,-4.016666666666667,weldhillsite,2018,96,141.66111111111113,50.03055555555555
2018-04-07,7.644444444444443,4.109259259259259,1.4000000000000017,weldhillsite,2018,97,142.98333333333335,50.03055555555555
2018-04-08,6.461111111111112,2.250347222222222,-0.4499999999999993,weldhillsite,2018,98,143.7138888888889,50.03055555555555
2018-04-09,7.744444444444443,2.0705439814814812,-2.1000000000000005,weldhillsite,2018,99,145.08611111111114,50.03055555555555
2018-04-10,4.73888888888889,2.377141203703704,-0.7333333333333335,weldhillsite,2018,100,145.08611111111114,50.03055555555555
2018-04-11,9.51111111111111,2.8508101851851846,-2.1611111111111114,weldhillsite,2018,101,147.3416666666667,50.03055555555555
2018-04-12,14.983333333333333,7.26712962962963,0.18888888888889077,weldhillsite,2018,102,152.33333333333337,52.52222222222222
2018-04-13,20.294444444444444,13.850868055555555,8.444444444444446,weldhillsite,2018,103,161.7027777777778,57.66944444444444
2018-04-14,11.222222222222223,7.57025462962963,3.433333333333333,weldhillsite,2018,104,164.81388888888893,58.28055555555555
2018-04-15,3.355555555555555,1.2002893518518516,-0.11666666666666714,weldhillsite,2018,105,164.81388888888893,58.28055555555555
2018-04-16,12.872222222222224,6.147048611111111,1.072222222222222,weldhillsite,2018,106,168.75000000000003,59.71666666666666
2018-04-17,9.855555555555556,7.1548032407407405,4.477777777777779,weldhillsite,2018,107,171.1777777777778,59.71666666666666
2018-04-18,11.394444444444444,6.210648148148148,1.0999999999999983,weldhillsite,2018,108,174.37500000000003,60.413888888888884
2018-04-19,5.82222222222222,4.138425925925926,1.7499999999999991,weldhillsite,2018,109,174.78611111111113,60.413888888888884
2018-04-20,11.322222222222223,5.936342592592593,1.1277777777777784,weldhillsite,2018,110,177.94722222222225,61.074999999999996
2018-04-21,15.033333333333335,8.709143518518518,2.127777777777777,weldhillsite,2018,111,182.96388888888893,63.59166666666666
2018-04-22,16.961111111111112,9.590451388888887,1.288888888888889,weldhillsite,2018,112,188.94444444444449,67.07222222222222
2018-04-23,15.961111111111109,10.427256944444444,1.288888888888889,weldhillsite,2018,113,194.42500000000004,70.05277777777778
2018-04-24,20.294444444444444,12.266493055555555,4.477777777777779,weldhillsite,2018,114,202.07222222222225,75.2
2018-04-25,15.65,12.019675925925926,9.433333333333332,weldhillsite,2018,115,209.6138888888889,78.025
2018-04-26,20.100000000000005,15.10462962962963,11.055555555555555,weldhillsite,2018,116,220.1916666666667,83.60277777777779
2018-04-27,16.294444444444444,10.358449074074073,6.8888888888888875,weldhillsite,2018,117,226.78333333333336,86.75000000000001
2018-04-28,23.449999999999996,15.289814814814815,7.972222222222223,weldhillsite,2018,118,237.49444444444447,93.47500000000001
2018-04-29,15.866666666666667,11.182581018518517,5.899999999999999,weldhillsite,2018,119,243.3777777777778,96.40833333333335
2018-04-30,9.755555555555556,6.4085069444444445,3.5388888888888874,weldhillsite,2018,120,245.75555555555556,96.40833333333335
2018-05-01,19.816666666666666,12.535821759259258,5.022222222222221,weldhillsite,2018,121,253.175,101.31666666666668
2018-05-02,32.30555555555556,23.60763888888889,13.399999999999999,weldhillsite,2018,122,271.02777777777777,114.16944444444445
2018-05-03,32.56111111111111,23.68773148148148,17.938888888888894,weldhillsite,2018,123,291.27777777777777,129.41944444444445
2018-05-04,28.244444444444447,23.67644675925926,20.15,weldhillsite,2018,124,310.475,143.61666666666667
2018-05-05,24,19.23130787037037,13.927777777777777,weldhillsite,2018,125,324.4388888888889,152.58055555555558
2018-05-06,19.033333333333335,15.5515625,10.322222222222221,weldhillsite,2018,126,334.1166666666667,157.25833333333335
2018-05-07,17.155555555555555,12.801099537037036,8.566666666666668,weldhillsite,2018,127,341.97777777777776,160.83611111111114
2018-05-08,21.62777777777778,14.11724537037037,7.416666666666667,weldhillsite,2018,128,351.5,166.65000000000003
2018-05-09,21.222222222222225,13.355381944444444,8.172222222222222,weldhillsite,2018,129,361.1972222222222,172.26111111111115
2018-05-10,23.205555555555552,14.88587962962963,9.583333333333334,weldhillsite,2018,130,372.59166666666664,178.86388888888894
2018-05-11,21.344444444444445,16.02511574074074,9.827777777777776,weldhillsite,2018,131,383.17777777777775,184.53611111111115
2018-05-12,10.955555555555554,9.62337962962963,7.394444444444446,weldhillsite,2018,132,387.35277777777776,185.01388888888894
2018-05-13,13.71111111111111,10.2078125,8.172222222222222,weldhillsite,2018,133,393.2944444444444,186.8694444444445
2018-05-14,24.361111111111107,15.232986111111112,7.822222222222221,weldhillsite,2018,134,404.38611111111106,194.05000000000004
2018-05-15,29.388888888888893,18.680439814814815,13.855
