year,budburst,flowers,leafout,flobuds,flobudburst,fruit,ripefruit,budset,leafcolor,provenance.lat,provenance.long,treeid,spp,pgs,fgs,budburstGDD5,budsetGDD5,leafoutGDD5,leafcolorGDD5,budburstGDD10,budsetGDD10,leafoutGDD10,leafcolorGDD10,pgsGDD5,fgsGDD5,pgsGDD10,fgsGDD10,sppyear,budsetAVG,budsetGDDAVG,fullGDD,siteplot,site,plot,replicate
2018,107,82,124,NA,58,149,180,260,297,45.932675,-74.02507,ALNINC_SH4_P2,ALNINC,136,173,171.1777777777778,2490.516666666666,310.475,2824.0361111111097,59.71666666666666,1657.2861111111113,143.61666666666667,1845.1249999999998,2180.041666666666,2513.5611111111098,1513.6694444444447,1701.5083333333332,ALNINC2018,270,2611.2166666666662,2950.9972222222204,SH4,SH,4,P2
2018,114,NA,124,116,NA,NA,NA,253,NA,45.932675,-74.02507,ALNINC_SH5_P2,ALNINC,129,NA,202.07222222222225,2380.266666666666,310.475,NA,75.2,1582.0361111111113,143.61666666666667,NA,2069.791666666666,NA,1438.4194444444447,NA,ALNINC2018,270,2611.2166666666662,2950.9972222222204,SH5,SH,5,P2
2019,NA,123.5,123,74,NA,147,186,NA,240,45.932675,-74.02507,ALNINC_SH4_P2,ALNINC,NA,117,NA,NA,284.33333333333337,2053.336111111111,NA,NA,122.04444444444445,1334.5583333333336,NA,1769.0027777777777,NA,1212.5138888888891,ALNINC2019,263,2347.4972222222227,2826.3750000000005,SH4,SH,4,P2
2019,97,123.5,129,NA,NA,147,218,260,245,45.932675,-74.02507,ALNINC_SH5_P2,ALNINC,131,116,128.325,2321.8250000000007,322.613888888889,2130.6666666666665,46.111111111111114,1506.088888888889,139.60555555555555,1386.8888888888891,1999.2111111111117,1808.0527777777775,1366.4833333333333,1247.2833333333335,ALNINC2019,263,2347.4972222222227,2826.3750000000005,SH5,SH,5,P2
2020,98,NA,157,NA,NA,NA,275,282,293,45.932675,-74.02507,ALNINC_SH4_P2,ALNINC,125,136,173.6666666666667,2665.0277777777765,594.9999999999999,2752.5833333333317,60.8611111111111,1764.6388888888885,297.16666666666663,1810.2499999999995,2070.0277777777765,2157.5833333333317,1467.4722222222217,1513.083333333333,ALNINC2020,281,2659.222222222221,3024.833333333331,SH4,SH,4,P2
2020,91,NA,NA,NA,NA,NA,NA,282,293,45.932675,-74.02507,ALNINC_SH5_P2,ALNINC,NA,NA,150.44444444444449,2665.0277777777765,NA,2752.5833333333317,51.388888888888886,1764.6388888888885,NA,1810.2499999999995,NA,NA,NA,NA,ALNINC2020,281,2659.222222222221,3024.833333333331,SH5,SH,5,P2
2018,114,89,124,NA,NA,151,180,274,288,45.932675,-74.02507,ALNINC_SH5_P3,ALNINC,150,164,202.07222222222225,2649.3861111111105,310.475,2786.038888888888,75.2,1749.4333333333338,143.61666666666667,1828.3805555555555,2338.9111111111106,2475.563888888888,1605.816666666667,1684.7638888888887,ALNINC2018,270,2611.2166666666662,2950.9972222222204,SH5,SH,5,P3
2019,103,122,123,NA,NA,147,225,274,240,45.932675,-74.02507,ALNINC_SH5_P3,ALNINC,151,117,152.6111111111111,2503.252777777778,284.33333333333337,2053.336111111111,56.8,1623.361111111111,122.04444444444445,1334.5583333333336,2218.9194444444447,1769.0027777777777,1501.3166666666666,1212.5138888888891,ALNINC2019,263,2347.4972222222227,2826.3750000000005,SH5,SH,5,P3
2020,98,NA,139,NA,NA,NA,275,282,293,45.932675,-74.02507,ALNINC_SH5_P3,ALNINC,143,154,173.6666666666667,2665.0277777777765,380.05555555555543,2752.5833333333317,60.8611111111111,1764.6388888888885,155.22222222222223,1810.2499999999995,2284.972222222221,2372.5277777777765,1609.4166666666663,1655.0277777777774,ALNINC2020,281,2659.222222222221,3024.833333333331,SH5,SH,5,P3
2018,107,82,124,NA,58,NA,166,288,NA,45.932675,-74.02507,ALNINC_SH6_P5,ALNINC,164,NA,171.1777777777778,2786.038888888888,310.475,NA,59.71666666666666,1828.3805555555555,143.61666666666667,NA,2475.563888888888,NA,1684.7638888888887,NA,ALNINC2018,270,2611.2166666666662,2950.9972222222204,SH6,SH,6,P5
2019,97,121,112,74,NA,142,193,274,240,45.932675,-74.02507,ALNINC_SH6_P5,ALNINC,162,128,128.325,2503.252777777778,235.5222222222222,2053.336111111111,46.111111111111114,1623.361111111111,104.4361111111111,1334.5583333333336,2267.730555555556,1817.813888888889,1518.925,1230.1222222222225,ALNINC2019,263,2347.4972222222227,2826.3750000000005,SH6,SH,6,P5
2020,85,NA,148,NA,NA,NA,NA,282,293,45.932675,-74.02507,ALNINC_SH6_P5,ALNINC,134,145,138.13888888888894,2665.0277777777765,469.55555555555543,2752.5833333333317,47.361111111111114,1764.6388888888885,209.97222222222223,1810.2499999999995,2195.472222222221,2283.0277777777765,1554.6666666666663,1600.2777777777774,ALNINC2020,281,2659.222222222221,3024.833333333331,SH6,SH,6,P5
2018,103,NA,124,NA,NA,NA,NA,263,274,45.932675,-74.02507,ALNINC_SH8_P9,ALNINC,139,150,161.7027777777778,2530.8499999999995,310.475,2649.3861111111105,57.66944444444444,1682.6194444444445,143.61666666666667,1749.4333333333338,2220.3749999999995,2338.9111111111106,1539.0027777777777,1605.816666666667,ALNINC2018,270,2611.2166666666662,2950.9972222222204,SH8,SH,8,P9
2019,103,123.5,129,86,NA,147,190,274,240,45.932675,-74.02507,ALNINC_SH8_P9,ALNINC,145,111,152.6111111111111,2503.252777777778,322.613888888889,2053.336111111111,56.8,1623.361111111111,139.60555555555555,1334.5583333333336,2180.638888888889,1730.7222222222222,1483.7555555555555,1194.952777777778,ALNINC2019,263,2347.4972222222227,2826.3750000000005,SH8,SH,8,P9
2020,NA,NA,NA,NA,NA,NA,NA,282,293,45.932675,-74.02507,ALNINC_SH8_P9,ALNINC,NA,NA,NA,2665.0277777777765,NA,2752.5833333333317,NA,1764.6388888888885,NA,1810.2499999999995,NA,NA,NA,NA,ALNINC2020,281,2659.222222222221,3024.833333333331,SH8,SH,8,P9
2018,114,NA,124,NA,NA,NA,NA,274,297,44.112337,-71.230138,ALNINC_WM1_P1,ALNINC,150,173,202.07222222222225,2649.3861111111105,310.475,2824.0361111111097,75.2,1749.4333333333338,143.61666666666667,1845.1249999999998,2338.9111111111106,2513.5611111111098,1605.816666666667,1701.5083333333332,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM1,WM,1,P1
2018,107,NA,124,NA,NA,NA,NA,270,297,44.112337,-71.230138,ALNINC_WM2A_P1,ALNINC,146,173,171.1777777777778,2611.2166666666662,310.475,2824.0361111111097,59.71666666666666,1729.791666666667,143.61666666666667,1845.1249999999998,2300.7416666666663,2513.5611111111098,1586.1750000000002,1701.5083333333332,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM2A,WM,2A,P1
2018,103,82,124,58,64,NA,187,288,NA,44.112337,-71.230138,ALNINC_WM2B_P1,ALNINC,164,NA,161.7027777777778,2786.038888888888,310.475,NA,57.66944444444444,1828.3805555555555,143.61666666666667,NA,2475.563888888888,NA,1684.7638888888887,NA,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM2B,WM,2B,P1
2018,114,NA,124,NA,NA,NA,NA,281,NA,44.112337,-71.230138,ALNINC_WM5_P1,ALNINC,157,NA,202.07222222222225,2718.491666666666,310.475,NA,75.2,1787.1416666666669,143.61666666666667,NA,2408.016666666666,NA,1643.525,NA,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM5,WM,5,P1
2019,100,147,123,NA,NA,147,NA,249,245,44.112337,-71.230138,ALNINC_WM1_P1,ALNINC,126,122,132.5222222222222,2186.3972222222224,284.33333333333337,2130.6666666666665,46.71111111111111,1422.6194444444445,122.04444444444445,1386.8888888888891,1902.0638888888889,1846.333333333333,1300.575,1264.8444444444447,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM1,WM,1,P1
2019,NA,100,112,74,NA,221,NA,253,245,44.112337,-71.230138,ALNINC_WM2A_P1,ALNINC,141,133,NA,2237.027777777778,235.5222222222222,2130.6666666666665,NA,1453.2500000000002,104.4361111111111,1386.8888888888891,2001.5055555555557,1895.1444444444444,1348.813888888889,1282.452777777778,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM2A,WM,2A,P1
2019,103,123.5,119,74,NA,140,218,263,232,44.112337,-71.230138,ALNINC_WM2B_P1,ALNINC,144,113,152.6111111111111,2347.4972222222227,269.6416666666667,1932.7444444444443,56.8,1522.4333333333334,117.71111111111111,1253.7944444444447,2077.855555555556,1663.1027777777776,1404.7222222222222,1136.0833333333335,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM2B,WM,2B,P1
2019,97,100,112,NA,86,155,NA,274,245,44.112337,-71.230138,ALNINC_WM5_P1,ALNINC,162,133,128.325,2503.252777777778,235.5222222222222,2130.6666666666665,46.111111111111114,1623.361111111111,104.4361111111111,1386.8888888888891,2267.730555555556,1895.1444444444444,1518.925,1282.452777777778,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM5,WM,5,P1
2020,108,NA,143,NA,NA,NA,NA,282,293,44.112337,-71.230138,ALNINC_WM1_P1,ALNINC,139,150,211.25,2665.0277777777765,415.6666666666665,2752.5833333333317,71.5,1764.6388888888885,177.88888888888891,1810.2499999999995,2249.36111111111,2336.916666666665,1586.7499999999995,1632.3611111111106,ALNINC2020,281,2659.222222222221,3024.833333333331,WM1,WM,1,P1
2020,98,NA,154,NA,NA,NA,291.5,NA,241,44.112337,-71.230138,ALNINC_WM2A_P1,ALNINC,NA,87,173.6666666666667,NA,544.4166666666665,2151.1388888888882,60.8611111111111,NA,261.5833333333333,1435.1666666666667,NA,1606.7222222222217,NA,1173.5833333333335,ALNINC2020,281,2659.222222222221,3024.833333333331,WM2A,WM,2A,P1
2020,98,NA,148,NA,NA,NA,301,282,293,44.112337,-71.230138,ALNINC_WM2B_P1,ALNINC,134,145,173.6666666666667,2665.0277777777765,469.55555555555543,2752.5833333333317,60.8611111111111,1764.6388888888885,209.97222222222223,1810.2499999999995,2195.472222222221,2283.0277777777765,1554.6666666666663,1600.2777777777774,ALNINC2020,281,2659.222222222221,3024.833333333331,WM2B,WM,2B,P1
2020,85,NA,148,NA,NA,NA,NA,282,275,44.112337,-71.230138,ALNINC_WM5_P1,ALNINC,134,127,138.13888888888894,2665.0277777777765,469.55555555555543,2606.083333333332,47.361111111111114,1764.6388888888885,209.97222222222223,1731.2499999999993,2195.472222222221,2136.5277777777765,1554.6666666666663,1521.2777777777771,ALNINC2020,281,2659.222222222221,3024.833333333331,WM5,WM,5,P1
2018,NA,NA,142,NA,NA,NA,NA,288,288,44.112337,-71.230138,ALNINC_WM5A_P16,ALNINC,146,146,NA,2786.038888888888,488.41388888888883,2786.038888888888,NA,1828.3805555555555,243.28611111111115,1828.3805555555555,2297.624999999999,2297.624999999999,1585.0944444444444,1585.0944444444444,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM5A,WM,5A,P16
2018,NA,NA,142,NA,NA,NA,NA,263,304,44.112337,-71.230138,ALNINC_WM5B_P16,ALNINC,121,162,NA,2530.8499999999995,488.41388888888883,2843.824999999999,NA,1682.6194444444445,243.28611111111115,1849.5972222222222,2042.4361111111107,2355.41111111111,1439.3333333333335,1606.3111111111111,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM5B,WM,5B,P16
2019,NA,122,112,NA,NA,147,228,274,240,44.112337,-71.230138,ALNINC_WM5A_P16,ALNINC,162,128,NA,2503.252777777778,235.5222222222222,2053.336111111111,NA,1623.361111111111,104.4361111111111,1334.5583333333336,2267.730555555556,1817.813888888889,1518.925,1230.1222222222225,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM5A,WM,5A,P16
2019,97,103,123,NA,NA,161,228,274,240,44.112337,-71.230138,ALNINC_WM5B_P16,ALNINC,151,117,128.325,2503.252777777778,284.33333333333337,2053.336111111111,46.111111111111114,1623.361111111111,122.04444444444445,1334.5583333333336,2218.9194444444447,1769.0027777777777,1501.3166666666666,1212.5138888888891,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM5B,WM,5B,P16
2020,NA,NA,148,NA,NA,NA,NA,282,293,44.112337,-71.230138,ALNINC_WM5A_P16,ALNINC,134,145,NA,2665.0277777777765,469.55555555555543,2752.5833333333317,NA,1764.6388888888885,209.97222222222223,1810.2499999999995,2195.472222222221,2283.0277777777765,1554.6666666666663,1600.2777777777774,ALNINC2020,281,2659.222222222221,3024.833333333331,WM5A,WM,5A,P16
2020,NA,NA,143,NA,NA,NA,NA,282,241,44.112337,-71.230138,ALNINC_WM5B_P16,ALNINC,139,98,NA,2665.0277777777765,415.6666666666665,2151.1388888888882,NA,1764.6388888888885,177.88888888888891,1435.1666666666667,2249.36111111111,1735.4722222222217,1586.7499999999995,1257.2777777777778,ALNINC2020,281,2659.222222222221,3024.833333333331,WM5B,WM,5B,P16
2018,100,82,124,58,64,NA,NA,263,NA,44.112337,-71.230138,ALNINC_WM5A_P2,ALNINC,139,NA,145.08611111111114,2530.8499999999995,310.475,NA,50.03055555555555,1682.6194444444445,143.61666666666667,NA,2220.3749999999995,NA,1539.0027777777777,NA,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM5A,WM,5A,P2
2018,114,NA,128,NA,NA,NA,NA,253,274,44.112337,-71.230138,ALNINC_WM5B_P2,ALNINC,125,146,202.07222222222225,2380.266666666666,351.5,2649.3861111111105,75.2,1582.0361111111113,166.65000000000003,1749.4333333333338,2028.766666666666,2297.8861111111105,1415.3861111111112,1582.7833333333338,ALNINC2018,270,2611.2166666666662,2950.9972222222204,WM5B,WM,5B,P2
2019,100,107,123,NA,NA,NA,221,253,245,44.112337,-71.230138,ALNINC_WM5A_P2,ALNINC,130,122,132.5222222222222,2237.027777777778,284.33333333333337,2130.6666666666665,46.71111111111111,1453.2500000000002,122.04444444444445,1386.8888888888891,1952.6944444444443,1846.333333333333,1331.2055555555557,1264.8444444444447,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM5A,WM,5A,P2
2019,103,123.5,119,NA,86,147,245,274,240,44.112337,-71.230138,ALNINC_WM5B_P2,ALNINC,155,121,152.6111111111111,2503.252777777778,269.6416666666667,2053.336111111111,56.8,1623.361111111111,117.71111111111111,1334.5583333333336,2233.6111111111113,1783.6944444444446,1505.65,1216.8472222222226,ALNINC2019,263,2347.4972222222227,2826.3750000000005,WM5B,WM,5B,P2
2020,98,NA,143,NA,NA,NA,NA,282,293,44.112337,-71.230138,ALNINC_WM5A_P2,ALNINC,139,150,173.6666666666667,2665.0277777777765,415.6666666666665,2752.5833333333317,60.8611111111111,1764.6388888888885,177.88888888888891,1810.2499999999995,2249.36111111111,2336.916666666665,1586.7499999999995,1632.3611111111106,ALNINC2020,281,2659.222222222221,3024.833333333331,WM5A,WM,5A,P2
2020,85,NA,NA,NA,NA,NA,275,282,293,44.112337,-71.230138,ALNINC_WM5B_P2,ALNINC,NA,NA,138.13888888888894,2665.0277777777765,NA,2752.5833333333317,47.361111111111114,1764.6388888888885,NA,1810.2499999999995,NA,NA,NA,NA,ALNINC2020,281,2659.222222222221,3024.833333333331,WM5B,WM,5B,P2
2018,114,NA,124,NA,NA,NA,NA,268,288,44.794942,-71.146683,BETALL_GR12_P1,BETALL,144,164,202.07222222222225,2579.969444444444,310.475,2786.038888888888,75.2,1708.5444444444447,143.61666666666667,1828.3805555555555,2269.494444444444,2475.563888888888,1564.927777777778,1684.7638888888887,BETALL2018,253,2380.266666666666,2950.9972222222204,GR12,GR,12,P1
2018,114,NA,128,NA,NA,NA,NA,268,277,44.794942,-71.146683,BETALL_GR13_P1,BETALL,140,149,202.07222222222225,2579.969444444444,351.5,2680.6749999999993,75.2,1708.5444444444447,166.65000000000003,1765.7222222222226,2228.469444444444,2329.1749999999993,1541.8944444444446,1599.0722222222225,BETALL2018,253,2380.266666666666,2950.9972222222204,GR13,GR,13,P1
2019,107,165,115,NA,NA,NA,NA,260,240,44.794942,-71.146683,BETALL_GR12_P1,BETALL,145,125,182.93888888888887,2321.8250000000007,253.60277777777776,2053.336111111111,73.8111111111111,1506.088888888889,112.26944444444445,1334.5583333333336,2068.222222222223,1799.7333333333336,1393.8194444444446,1222.2888888888892,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR12,GR,12,P1
2019,107,NA,127,NA,NA,NA,NA,260,NA,44.794942,-71.146683,BETALL_GR13_P1,BETALL,133,NA,182.93888888888887,2321.8250000000007,309.5583333333334,NA,73.8111111111111,1506.088888888889,133.49444444444444,NA,2012.2666666666673,NA,1372.5944444444444,NA,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR13,GR,13,P1
2020,98,NA,143,NA,NA,NA,NA,263,248,44.794942,-71.146683,BETALL_GR12_P1,BETALL,120,105,173.6666666666667,2452.9999999999986,415.6666666666665,2254.9722222222217,60.8611111111111,1630.8888888888885,177.88888888888891,1504.0000000000002,2037.3333333333321,1839.3055555555552,1452.9999999999995,1326.1111111111113,BETALL2020,264,2457.972222222221,3024.833333333331,GR12,GR,12,P1
2020,98,NA,130,NA,NA,NA,NA,282,275,44.794942,-71.146683,BETALL_GR13_P1,BETALL,152,145,173.6666666666667,2665.0277777777765,310.30555555555543,2606.083333333332,60.8611111111111,1764.6388888888885,116.47222222222223,1731.2499999999993,2354.722222222221,2295.7777777777765,1648.1666666666663,1614.7777777777771,BETALL2020,264,2457.972222222221,3024.833333333331,GR13,GR,13,P1
2018,103,NA,131,NA,NA,NA,NA,253,NA,44.794942,-71.146683,BETALL_GR13_P15,BETALL,122,NA,161.7027777777778,2380.266666666666,383.17777777777775,NA,57.66944444444444,1582.0361111111113,184.53611111111115,NA,1997.0888888888883,NA,1397.5,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,GR13,GR,13,P15
2018,NA,NA,135,NA,NA,NA,NA,225,263,44.794942,-71.146683,BETALL_GR14_P15,BETALL,90,128,NA,1886.1222222222218,421.00833333333327,2530.8499999999995,NA,1227.891666666667,205.67222222222227,1682.6194444444445,1465.1138888888886,2109.8416666666662,1022.2194444444449,1476.9472222222223,BETALL2018,253,2380.266666666666,2950.9972222222204,GR14,GR,14,P15
2019,107,NA,119,NA,NA,NA,NA,249,232,44.794942,-71.146683,BETALL_GR13_P15,BETALL,130,113,182.93888888888887,2186.3972222222224,269.6416666666667,1932.7444444444443,73.8111111111111,1422.6194444444445,117.71111111111111,1253.7944444444447,1916.7555555555557,1663.1027777777776,1304.9083333333333,1136.0833333333335,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR13,GR,13,P15
2019,107,NA,119,NA,NA,NA,NA,249,232,44.794942,-71.146683,BETALL_GR14_P15,BETALL,130,113,182.93888888888887,2186.3972222222224,269.6416666666667,1932.7444444444443,73.8111111111111,1422.6194444444445,117.71111111111111,1253.7944444444447,1916.7555555555557,1663.1027777777776,1304.9083333333333,1136.0833333333335,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR14,GR,14,P15
2020,NA,NA,135,NA,NA,NA,NA,263,268,44.794942,-71.146683,BETALL_GR13_P15,BETALL,128,133,NA,2452.9999999999986,340.72222222222206,2498.5277777777765,NA,1630.8888888888885,133.75,1658.6944444444437,2112.2777777777765,2157.8055555555543,1497.1388888888885,1524.9444444444437,BETALL2020,264,2457.972222222221,3024.833333333331,GR13,GR,13,P15
2020,NA,NA,143,NA,NA,NA,NA,263,275,44.794942,-71.146683,BETALL_GR14_P15,BETALL,120,132,NA,2452.9999999999986,415.6666666666665,2606.083333333332,NA,1630.8888888888885,177.88888888888891,1731.2499999999993,2037.3333333333321,2190.4166666666656,1452.9999999999995,1553.3611111111104,BETALL2020,264,2457.972222222221,3024.833333333331,GR14,GR,14,P15
2018,NA,NA,142,NA,NA,NA,NA,225,253,44.794942,-71.146683,BETALL_GR14_P16,BETALL,83,111,NA,1886.1222222222218,488.41388888888883,2380.266666666666,NA,1227.891666666667,243.28611111111115,1582.0361111111113,1397.708333333333,1891.8527777777772,984.605555555556,1338.75,BETALL2018,253,2380.266666666666,2950.9972222222204,GR14,GR,14,P16
2019,97,NA,119,NA,NA,NA,NA,249,232,44.794942,-71.146683,BETALL_GR14_P16,BETALL,130,113,128.325,2186.3972222222224,269.6416666666667,1932.7444444444443,46.111111111111114,1422.6194444444445,117.71111111111111,1253.7944444444447,1916.7555555555557,1663.1027777777776,1304.9083333333333,1136.0833333333335,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR14,GR,14,P16
2020,NA,NA,135,NA,NA,NA,NA,248,293,44.794942,-71.146683,BETALL_GR14_P16,BETALL,113,158,NA,2254.9722222222217,340.72222222222206,2752.5833333333317,NA,1504.0000000000002,133.75,1810.2499999999995,1914.2499999999995,2411.8611111111095,1370.2500000000002,1676.4999999999995,BETALL2020,264,2457.972222222221,3024.833333333331,GR14,GR,14,P16
2018,114,NA,128,NA,NA,NA,NA,263,NA,44.794942,-71.146683,BETALL_GR13_P2,BETALL,135,NA,202.07222222222225,2530.8499999999995,351.5,NA,75.2,1682.6194444444445,166.65000000000003,NA,2179.3499999999995,NA,1515.9694444444444,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,GR13,GR,13,P2
2019,107,NA,123,NA,NA,NA,NA,260,240,44.794942,-71.146683,BETALL_GR13_P2,BETALL,137,117,182.93888888888887,2321.8250000000007,284.33333333333337,2053.336111111111,73.8111111111111,1506.088888888889,122.04444444444445,1334.5583333333336,2037.4916666666672,1769.0027777777777,1384.0444444444445,1212.5138888888891,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR13,GR,13,P2
2020,108,NA,143,NA,NA,NA,NA,255,268,44.794942,-71.146683,BETALL_GR13_P2,BETALL,112,125,211.25,2368.6944444444434,415.6666666666665,2498.5277777777765,71.5,1582.7222222222222,177.88888888888891,1658.6944444444437,1953.027777777777,2082.86111111111,1404.8333333333333,1480.8055555555547,BETALL2020,264,2457.972222222221,3024.833333333331,GR13,GR,13,P2
2018,114,NA,128,NA,NA,NA,NA,253,263,44.794942,-71.146683,BETALL_GR1_P3,BETALL,125,135,202.07222222222225,2380.266666666666,351.5,2530.8499999999995,75.2,1582.0361111111113,166.65000000000003,1682.6194444444445,2028.766666666666,2179.3499999999995,1415.3861111111112,1515.9694444444444,BETALL2018,253,2380.266666666666,2950.9972222222204,GR1,GR,1,P3
2018,114,NA,124,NA,NA,NA,NA,281,297,44.794942,-71.146683,BETALL_GR12_P3,BETALL,157,173,202.07222222222225,2718.491666666666,310.475,2824.0361111111097,75.2,1787.1416666666669,143.61666666666667,1845.1249999999998,2408.016666666666,2513.5611111111098,1643.525,1701.5083333333332,BETALL2018,253,2380.266666666666,2950.9972222222204,GR12,GR,12,P3
2018,114,NA,128,NA,NA,NA,NA,263,297,44.794942,-71.146683,BETALL_GR9_P3,BETALL,135,169,202.07222222222225,2530.8499999999995,351.5,2824.0361111111097,75.2,1682.6194444444445,166.65000000000003,1845.1249999999998,2179.3499999999995,2472.5361111111097,1515.9694444444444,1678.4749999999997,BETALL2018,253,2380.266666666666,2950.9972222222204,GR9,GR,9,P3
2019,112,NA,135,NA,NA,NA,NA,260,240,44.794942,-71.146683,BETALL_GR1_P3,BETALL,125,105,235.5222222222222,2321.8250000000007,356.2944444444446,2053.336111111111,104.4361111111111,1506.088888888889,154.68611111111116,1334.5583333333336,1965.530555555556,1697.0416666666665,1351.4027777777778,1179.8722222222225,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR1,GR,1,P3
2019,NA,NA,123,NA,NA,NA,NA,260,240,44.794942,-71.146683,BETALL_GR12_P3,BETALL,137,117,NA,2321.8250000000007,284.33333333333337,2053.336111111111,NA,1506.088888888889,122.04444444444445,1334.5583333333336,2037.4916666666672,1769.0027777777777,1384.0444444444445,1212.5138888888891,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR12,GR,12,P3
2019,NA,NA,127,NA,NA,NA,NA,249,240,44.794942,-71.146683,BETALL_GR9_P3,BETALL,122,113,NA,2186.3972222222224,309.5583333333334,2053.336111111111,NA,1422.6194444444445,133.49444444444444,1334.5583333333336,1876.838888888889,1743.7777777777778,1289.125,1201.063888888889,BETALL2019,258,2300.2472222222227,2826.3750000000005,GR9,GR,9,P3
2020,108,NA,135,NA,NA,NA,220,255,268,44.794942,-71.146683,BETALL_GR1_P3,BETALL,120,133,211.25,2368.6944444444434,340.72222222222206,2498.5277777777765,71.5,1582.7222222222222,133.75,1658.6944444444437,2027.9722222222213,2157.8055555555543,1448.9722222222222,1524.9444444444437,BETALL2020,264,2457.972222222221,3024.833333333331,GR1,GR,1,P3
2020,100,NA,135,NA,NA,NA,NA,248,268,44.794942,-71.146683,BETALL_GR12_P3,BETALL,113,133,179.0555555555556,2254.9722222222217,340.72222222222206,2498.5277777777765,61.249999999999986,1504.0000000000002,133.75,1658.6944444444437,1914.2499999999995,2157.8055555555543,1370.2500000000002,1524.9444444444437,BETALL2020,264,2457.972222222221,3024.833333333331,GR12,GR,12,P3
2020,108,NA,143,NA,NA,NA,NA,248,275,44.794942,-71.146683,BETALL_GR9_P3,BETALL,105,132,211.25,2254.9722222222217,415.6666666666665,2606.083333333332,71.5,1504.0000000000002,177.88888888888891,1731.2499999999993,1839.3055555555552,2190.4166666666656,1326.1111111111113,1553.3611111111104,BETALL2020,264,2457.972222222221,3024.833333333331,GR9,GR,9,P3
2018,NA,NA,142,NA,NA,NA,NA,239,263,45.932675,-74.02507,BETALL_SH7_P16,BETALL,97,121,NA,2132.0749999999994,488.41388888888883,2530.8499999999995,NA,1403.8444444444447,243.28611111111115,1682.6194444444445,1643.6611111111106,2042.4361111111107,1160.5583333333334,1439.3333333333335,BETALL2018,253,2380.266666666666,2950.9972222222204,SH7,SH,7,P16
2019,112,NA,119,NA,NA,NA,NA,260,232,45.932675,-74.02507,BETALL_SH7_P16,BETALL,141,113,235.5222222222222,2321.8250000000007,269.6416666666667,1932.7444444444443,104.4361111111111,1506.088888888889,117.71111111111111,1253.7944444444447,2052.183333333334,1663.1027777777776,1388.3777777777777,1136.0833333333335,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH7,SH,7,P16
2020,NA,NA,135,NA,NA,NA,NA,268,275,45.932675,-74.02507,BETALL_SH7_P16,BETALL,133,140,NA,2498.5277777777765,340.72222222222206,2606.083333333332,NA,1658.6944444444437,133.75,1731.2499999999993,2157.8055555555543,2265.36111111111,1524.9444444444437,1597.4999999999993,BETALL2020,264,2457.972222222221,3024.833333333331,SH7,SH,7,P16
2018,103,NA,131,NA,NA,NA,NA,263,268,45.932675,-74.02507,BETALL_SH4_P3,BETALL,132,137,161.7027777777778,2530.8499999999995,383.17777777777775,2579.969444444444,57.66944444444444,1682.6194444444445,184.53611111111115,1708.5444444444447,2147.6722222222215,2196.791666666666,1498.0833333333335,1524.0083333333337,BETALL2018,253,2380.266666666666,2950.9972222222204,SH4,SH,4,P3
2019,107,NA,135,NA,NA,NA,NA,263,240,45.932675,-74.02507,BETALL_SH4_P3,BETALL,128,105,182.93888888888887,2347.4972222222227,356.2944444444446,2053.336111111111,73.8111111111111,1522.4333333333334,154.68611111111116,1334.5583333333336,1991.202777777778,1697.0416666666665,1367.7472222222223,1179.8722222222225,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH4,SH,4,P3
2020,108,NA,135,NA,NA,NA,NA,248,275,45.932675,-74.02507,BETALL_SH4_P3,BETALL,113,140,211.25,2254.9722222222217,340.72222222222206,2606.083333333332,71.5,1504.0000000000002,133.75,1731.2499999999993,1914.2499999999995,2265.36111111111,1370.2500000000002,1597.4999999999993,BETALL2020,264,2457.972222222221,3024.833333333331,SH4,SH,4,P3
