"year","budburst","flowers","leafout","flobuds","flobudburst","fruit","ripefruit","budset","leafcolor","provenance.lat","provenance.long","treeid","spp"
2018,103,NA,124,NA,NA,NA,NA,268,268,44.794942,-71.146683,"BETPOP_GR3_P6","BETPOP"
2018,114,NA,124,NA,NA,NA,NA,239,288,44.794942,-71.146683,"BETPOP_GR5_P1","BETPOP"
2018,110,NA,124,NA,NA,NA,NA,268,NA,44.794942,-71.146683,"BETPOP_GR5_P6","BETPOP"
2018,110,NA,124,NA,NA,NA,NA,268,274,44.794942,-71.146683,"BETPOP_GR5A_P12","BETPOP"
2018,103,NA,124,NA,NA,NA,NA,263,274,44.794942,-71.146683,"BETPOP_GR5A_P3","BETPOP"
2018,110,NA,124,NA,NA,NA,NA,268,274,44.794942,-71.146683,"BETPOP_GR5B_P12","BETPOP"
2018,114,NA,124,NA,NA,NA,NA,260,NA,44.794942,-71.146683,"BETPOP_GR5B_P3","BETPOP"
2018,114,NA,124,NA,NA,NA,NA,253,NA,44.794942,-71.146683,"BETPOP_GR5C_P12","BETPOP"
2018,107,NA,124,NA,128,166,197,268,NA,42.531705,-72.18992,"BETPOP_HF1_P2","BETPOP"
2018,114,NA,124,NA,NA,NA,NA,270,288,42.531705,-72.18992,"BETPOP_HF1_P3","BETPOP"
2018,114,128,124,NA,128,163,211,260,NA,42.531705,-72.18992,"BETPOP_HF3_P1","BETPOP"
2018,107,NA,124,NA,NA,NA,NA,263,274,42.531705,-72.18992,"BETPOP_HF3A_P6","BETPOP"
2018,110,131,124,NA,128,151,180,263,NA,42.531705,-72.18992,"BETPOP_HF3B_P6","BETPOP"
2018,114,128,124,NA,128,151,180,297,NA,42.531705,-72.18992,"BETPOP_HF4_P9","BETPOP"
2018,103,NA,124,NA,NA,NA,NA,263,263,42.531705,-72.18992,"BETPOP_HF5_P2","BETPOP"
2018,110,NA,124,NA,NA,NA,NA,270,NA,42.531705,-72.18992,"BETPOP_HF5_P6","BETPOP"
2018,103,NA,124,NA,NA,NA,NA,268,274,44.112337,-71.230138,"BETPOP_WM7_P1","BETPOP"
2018,103,NA,124,NA,NA,NA,NA,268,274,44.112337,-71.230138,"BETPOP_WM7_P15","BETPOP"
2018,110,NA,124,NA,NA,NA,NA,274,NA,44.112337,-71.230138,"BETPOP_WM7_P2","BETPOP"
2018,110,NA,124,NA,NA,NA,NA,268,NA,44.112337,-71.230138,"BETPOP_WM7_P3","BETPOP"
2018,110,NA,124,NA,NA,NA,NA,268,281,44.112337,-71.230138,"BETPOP_WM7_P6","BETPOP"
2018,103,NA,124,NA,NA,NA,NA,268,NA,44.112337,-71.230138,"BETPOP_WM7_P9","BETPOP"
2018,103,NA,124,NA,NA,NA,NA,268,NA,44.112337,-71.230138,"BETPOP_WM8_P15","BETPOP"
2018,NA,NA,142,NA,NA,NA,NA,268,263,44.112337,-71.230138,"BETPOP_WM8_P16","BETPOP"
2018,103,NA,124,NA,NA,NA,NA,263,NA,44.112337,-71.230138,"BETPOP_WM9_P15","BETPOP"
2019,NA,NA,150,NA,NA,NA,NA,NA,NA,44.794942,-71.146683,"BETPOP_GR3_P16","BETPOP"
2019,100,NA,112,100,NA,140,179,NA,240,44.794942,-71.146683,"BETPOP_GR3_P6","BETPOP"
2019,103,NA,119,NA,NA,225,NA,NA,240,44.794942,-71.146683,"BETPOP_GR5_P1","BETPOP"
2019,112,129,127,100,NA,NA,NA,263,240,44.794942,-71.146683,"BETPOP_GR5_P6","BETPOP"
2019,NA,NA,127,NA,NA,NA,NA,274,245,44.794942,-71.146683,"BETPOP_GR5A_P12","BETPOP"
2019,112,147,129,NA,NA,147,186,267,240,44.794942,-71.146683,"BETPOP_GR5A_P3","BETPOP"
2019,107,142,119,NA,NA,147,NA,274,240,44.794942,-71.146683,"BETPOP_GR5B_P12","BETPOP"
2019,112,NA,132,NA,NA,NA,NA,260,240,44.794942,-71.146683,"BETPOP_GR5B_P3","BETPOP"
2019,107,NA,127,NA,NA,NA,NA,240,232,44.794942,-71.146683,"BETPOP_GR5C_P12","BETPOP"
2019,103,155,119,NA,NA,168,NA,267,232,42.531705,-72.18992,"BETPOP_HF1_P2","BETPOP"
2019,112,161,119,NA,NA,168,NA,274,240,42.531705,-72.18992,"BETPOP_HF1_P3","BETPOP"
2019,112,NA,127,107,NA,147,NA,NA,245,42.531705,-72.18992,"BETPOP_HF3_P1","BETPOP"
2019,NA,NA,117,NA,NA,NA,206,274,240,42.531705,-72.18992,"BETPOP_HF3A_P6","BETPOP"
2019,NA,147,119,103,NA,168,225,260,240,42.531705,-72.18992,"BETPOP_HF3B_P6","BETPOP"
2019,107,147,134.5,NA,112,168,NA,260,245,42.531705,-72.18992,"BETPOP_HF4_P9","BETPOP"
2019,103,NA,115,NA,NA,NA,NA,263,240,42.531705,-72.18992,"BETPOP_HF5_P2","BETPOP"
2019,103,147,119,103,NA,147,214,NA,240,42.531705,-72.18992,"BETPOP_HF5_P6","BETPOP"
2019,97,142,112,112,NA,147,225,NA,245,44.112337,-71.230138,"BETPOP_WM7_P1","BETPOP"
2019,NA,142,119,NA,NA,147,214,274,240,44.112337,-71.230138,"BETPOP_WM7_P15","BETPOP"
2019,103,142,119,NA,119,142,225,267,245,44.112337,-71.230138,"BETPOP_WM7_P2","BETPOP"
2019,103,147,119,107,NA,147,NA,274,245,44.112337,-71.230138,"BETPOP_WM7_P3","BETPOP"
2019,100,150,112,NA,NA,147,NA,274,245,44.112337,-71.230138,"BETPOP_WM7_P6","BETPOP"
2019,NA,142,112,112,NA,142,221,260,240,44.112337,-71.230138,"BETPOP_WM7_P9","BETPOP"
2019,100,NA,119,NA,NA,218,NA,263,240,44.112337,-71.230138,"BETPOP_WM8_P15","BETPOP"
2019,97,150,115,NA,NA,168,NA,274,240,44.112337,-71.230138,"BETPOP_WM8_P16","BETPOP"
2019,107,NA,115,NA,NA,NA,NA,267,240,44.112337,-71.230138,"BETPOP_WM9_P15","BETPOP"
2020,NA,NA,135,NA,NA,NA,NA,282,293,44.794942,-71.146683,"BETPOP_GR3_P16","BETPOP"
2020,91,NA,130.5,NA,NA,NA,311,282,268,44.794942,-71.146683,"BETPOP_GR3_P6","BETPOP"
2020,108,NA,143,NA,NA,NA,NA,282,275,44.794942,-71.146683,"BETPOP_GR5_P1","BETPOP"
2020,100,NA,133,NA,NA,NA,NA,282,275,44.794942,-71.146683,"BETPOP_GR5_P6","BETPOP"
2020,NA,NA,148,NA,NA,NA,NA,282,293,44.794942,-71.146683,"BETPOP_GR5A_P12","BETPOP"
2020,111,143,135,NA,NA,NA,298,NA,282,44.794942,-71.146683,"BETPOP_GR5A_P3","BETPOP"
2020,NA,NA,135,NA,NA,NA,306,282,268,44.794942,-71.146683,"BETPOP_GR5B_P12","BETPOP"
2020,108,143,143,NA,NA,NA,NA,282,275,44.794942,-71.146683,"BETPOP_GR5B_P3","BETPOP"
2020,NA,NA,135,NA,NA,NA,220,282,255,44.794942,-71.146683,"BETPOP_GR5C_P12","BETPOP"
2020,100,NA,130.5,NA,NA,NA,265.5,282,275,42.531705,-72.18992,"BETPOP_HF1_P2","BETPOP"
2020,108,NA,130.5,NA,NA,NA,NA,282,268,42.531705,-72.18992,"BETPOP_HF1_P3","BETPOP"
2020,108,135,130.5,NA,NA,NA,214,282,275,42.531705,-72.18992,"BETPOP_HF3_P1","BETPOP"
2020,100,133,135,NA,NA,NA,277.333333333333,282,293,42.531705,-72.18992,"BETPOP_HF3A_P6","BETPOP"
2020,108,NA,130.5,NA,NA,NA,270.5,282,268,42.531705,-72.18992,"BETPOP_HF3B_P6","BETPOP"
2020,NA,NA,133,NA,NA,NA,311,282,275,42.531705,-72.18992,"BETPOP_HF4_P9","BETPOP"
2020,NA,NA,NA,NA,NA,NA,NA,282,293,42.531705,-72.18992,"BETPOP_HF5_P2","BETPOP"
2020,100,NA,130.5,NA,NA,NA,284.333333333333,282,275,42.531705,-72.18992,"BETPOP_HF5_P6","BETPOP"
2020,85,NA,133,NA,NA,NA,265.5,282,268,44.112337,-71.230138,"BETPOP_WM7_P1","BETPOP"
2020,NA,NA,133,NA,NA,NA,276,282,275,44.112337,-71.230138,"BETPOP_WM7_P15","BETPOP"
2020,100,NA,131.5,NA,NA,NA,311,282,293,44.112337,-71.230138,"BETPOP_WM7_P2","BETPOP"
2020,100,NA,130.5,NA,NA,NA,265.5,282,301,44.112337,-71.230138,"BETPOP_WM7_P3","BETPOP"
2020,100,NA,131.5,NA,NA,NA,311,282,293,44.112337,-71.230138,"BETPOP_WM7_P6","BETPOP"
2020,NA,NA,135,NA,NA,NA,256.5,282,293,44.112337,-71.230138,"BETPOP_WM7_P9","BETPOP"
2020,NA,NA,133,NA,NA,NA,NA,282,293,44.112337,-71.230138,"BETPOP_WM8_P15","BETPOP"
2020,NA,NA,133,NA,NA,NA,276,282,275,44.112337,-71.230138,"BETPOP_WM8_P16","BETPOP"
2020,NA,NA,133,NA,NA,NA,NA,282,275,44.112337,-71.230138,"BETPOP_WM9_P15","BETPOP"
