"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-06","6.5",,"0.0","0.0","19.3","22.8","16.7","  210","  210","11.6","14.3",,,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-07","5.9",,"0.0","0.0","16.8","20.6","10.0","  300","  290","11.2","14.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-08","5.1",,"0.0","0.0","10.6","13.3","6.7","  300","  280","8.1","11.2",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-09","4.0",,"0.0","0.0","10.3","15.6","5.0","  240","  250","7.2","8.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-10","3.4",,"1.8","0.0","9.6","11.7","6.7","   30","   30","7.6","9.8","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-11","7.2",,"13.7","0.0","9.1","10.0","7.8","   10","   20","11.2","14.8","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-12","3.3",,"1.0","0.0","8.6","13.9","7.8","  160","  160","8.1","10.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-13","8.0",,"0.3","0.0","12.4","15.0","7.8","  260","  260","13.0","17.4",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-14","7.2",,"0.0","0.0","7.1","8.3","2.8","  290","  290","13.9","19.2",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-15","4.3",,"0.0","0.0","5.9","12.2","2.8","  260","  250","8.1","10.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-16","4.8",,"0.0","0.0","11.4","16.1","3.9","  360","  360","9.4","12.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-17","3.0",,"0.0","0.0","4.7","7.2","0.6","   10","   10","6.3","7.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-18","2.8",,"0.0","0.0","4.4","8.9","-0.5","  130","  150","6.7","7.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-19","4.0",,"0.0","0.0","8.4","12.8","6.1","  130","  140","7.2","8.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-20","5.7",,"21.8","0.0","13.3","16.1","6.7","  150","  160","11.2","13.0","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-21","3.4",,"0.0","0.0","6.6","8.9","3.3","   70","   40","5.8","7.2",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-22","3.2",,"7.6","0.0","5.9","9.4","2.2","  320","  320","8.9","11.2","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-23","6.0",,"1.0","0.0","4.2","5.6","-1.0","  290","  300","9.8","13.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-24","3.6",,"0.0","0.0","1.7","6.7","-1.6","  260","  270","6.7","9.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-25","2.7",,"0.0","0.0","3.7","6.7","-1.0","  160","  130","6.3","8.1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-26","4.3",,"0.0","0.0","7.9","15.0","3.3","  190","  170","9.8","12.5","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-27","6.4",,"0.0","0.0","12.1","17.8","8.9","  220","  230","11.6","14.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-28","4.3",,"5.3","0.0","11.3","15.6","5.0","   30","  240","8.1","10.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-29","4.3",,"0.0","0.0","3.6","6.7","0.0","  340","  350","7.2","8.9",,,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-11-30","3.9",,"0.0","0.0","0.8","3.3","-2.1","  350","  360","6.3","7.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-01","2.7",,"3.6","0.0","3.2","7.2","0.0","  120","  120","6.7","7.6","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-02","1.7",,"8.1","0.0","6.1","10.6","3.9","  300","  300","5.8","6.7","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-03","6.3",,"0.0","0.0","9.0","11.1","5.0","  280","  290","13.4","17.9","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-04","4.8",,"0.0","0.0","5.9","8.9","3.3","  300","  300","8.9","13.4",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-05","3.0",,"0.0","0.0","6.9","11.7","3.9","  290","  280","5.8","7.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-06","3.6",,"0.0","0.0","6.8","15.0","2.2","  230","  280","6.3","8.1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-07","3.3",,"0.0","0.0","7.4","13.3","2.8","   40","   50","9.8","12.5","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-08","4.7",,"0.0","0.0","5.6","6.7","2.8","   40","   40","9.8","12.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-09","3.4",,"0.0","0.0","4.7","7.8","2.8","  160","  140","8.1","12.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-10","2.2",,"0.0","0.0","8.9","14.4","6.1","  150","  150","8.9","9.8","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-11","3.5",,"0.0","0.0","9.6","14.4","6.1","  220","  250","8.1","10.7","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-12","3.2",,"0.0","0.0","11.9","16.1","9.4","  260","  260","7.2","9.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-13","3.0",,"0.0","0.0","10.4","11.7","7.8","  110","  110","7.2","8.1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-14","1.9",,"10.7","0.0","8.4","14.4","7.8","  150","  100","5.4","6.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-15","6.3",,"4.8","0.0","12.7","16.1","8.9","  270","  280","13.9","18.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-16","3.9",,"0.0","0.0","6.8","8.9","3.3","   30","   30","7.2","8.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-17","3.6",,"14.0","0.0","6.6","11.1","3.9","  150","  140","7.6","10.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-18","4.7",,"1.0","0.0","9.4","11.1","3.9","  290","  310","8.1","10.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-19","6.9",,"0.0","0.0","3.6","4.4","0.6","  260","  270","13.0","17.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-20","4.6",,"0.0","0.0","2.1","5.0","-0.5","  250","  240","8.9","11.2",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-21","7.2",,"0.0","0.0","5.3","11.7","0.0","  230","  240","13.9","18.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-22","4.0",,"5.8","0.0","11.3","15.6","8.9","  230","  220","8.9","12.5","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-23","3.3",,"19.3","0.0","10.9","13.3","7.2","   80","   90","8.9","11.6","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-24","3.6",,"6.1","0.0","12.6","20.6","8.9","  220","  230","11.2","14.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-25","2.5",,"0.0","0.0","14.1","16.7","9.4","  340","  330","6.7","9.4","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-26","3.0",,"0.0","0.0","9.7","12.8","5.0","  340","  320","7.2","9.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-27","2.8",,"6.6","0.0","7.9","10.0","3.3","  320","  320","10.7","14.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-28","6.0",,"0.0","0.0","1.9","3.3","-1.6","  320","  330","11.2","14.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-29","8.1",,"25.9","23.0","0.7","4.4","-4.3","  110","  110","13.0","15.7","    1",,,"    1",,"    1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-30","2.8",,"0.8","0.0","-3.1","2.8","-3.8","  320","  340","5.8","6.7","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2015-12-31","3.9",,"2.0","0.0","3.2","8.3","0.6","  270","  260","7.6","10.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-01","5.7",,"0.0","0.0","3.9","5.0","0.6","  260","  260","10.3","14.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-02","6.0",,"0.0","0.0","1.7","4.4","-0.5","  260","  270","9.8","12.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-03","5.2",,"0.0","0.0","2.2","6.7","-0.5","  260","  240","9.4","12.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-04","5.5",,"0.0","0.0","-1.1","2.2","-9.9","  320","  320","9.4","12.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-05","4.5",,"0.0","0.0","-8.9","-3.2","-13.2","  330","  320","8.1","10.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-06","4.5",,"0.0","0.0","-1.2","7.2","-6.0","  230","  210","6.7","9.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-07","2.9",,"0.0","0.0","0.6","6.1","-3.2","  230","  240","6.3","8.1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-08","4.9",,"0.0","0.0","1.4","5.6","-1.0","   90","   80","8.1","10.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-09","2.7",,"0.3","0.0","4.2","5.0","3.3","   90","  100","7.2","8.1","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-10","6.7",,"35.1","0.0","7.2","14.4","3.3","  120","  110","13.4","17.4","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-11","8.6",,"0.0","0.0","4.3","10.6","-3.8","  290","  270","13.4","17.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-12","4.3",,"2.0","8.0","-1.9","2.8","-6.0","  150","  130","8.9","10.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-13","8.8",,"0.0","0.0","-1.5","0.6","-6.0","  270","  270","16.1","21.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-14","4.7",,"0.0","0.0","-4.3","-1.0","-6.0","  250","  270","7.6","10.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-15","2.9",,"0.0","0.0","-0.4","5.6","-3.2","  110","   90","6.7","7.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-16","4.2",,"31.0","0.0","3.7","6.1","1.1","  330","  330","9.4","12.5","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-17","4.2",,"2.5","33.0","1.8","3.3","-1.6","  270","  260","6.7","9.4","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-18","7.5",,"2.8","46.0","-2.7","-1.6","-7.1","  270","  280","13.4","19.2","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-19","9.8",,"0.0","0.0","-6.6","-3.8","-8.8","  270","  270","13.9","20.1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-20","8.4",,"0.0","0.0","-4.7","0.6","-7.1","  280","  280","12.5","17.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-21","6.2",,"0.0","0.0","-2.8","0.6","-6.0","  320","  310","10.7","15.7",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-22","5.1",,"0.0","0.0","-4.3","0.0","-7.1","  300","  310","10.7","13.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-23","9.1",,"9.4","155.0","-1.9","0.0","-6.6","   40","   40","16.1","20.1","    1","    1",,,,,,"    1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-24","5.0",,"0.0","0.0","-4.1","2.2","-7.7","  360","   10","12.5","14.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-25","3.2",,"0.0","0.0","-0.6","1.7","-3.2","  320","  300","6.3","8.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-26","6.4",,"0.0","0.0","2.6","10.6","-2.1","  210","  200","13.4","16.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-27","5.4",,"0.0","0.0","6.1","7.2","-0.5","  290","  290","9.4","13.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-28","3.6",,"0.0","0.0","1.1","5.6","-3.2","  220","  230","8.1","10.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-29","3.3",,"0.0","0.0","2.1","5.0","0.6","  300","  290","8.1","12.5","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-30","6.1",,"0.0","0.0","2.2","6.1","-1.0","  220","  260","11.6","14.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-01-31","5.3",,"0.0","0.0","6.1","13.9","3.3","  230","  230","11.2","13.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-01","6.2",,"0.0","0.0","9.7","18.3","3.9","  270","  270","11.6","14.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-02","3.1",,"0.0","0.0","6.6","10.0","2.2","  330","  300","5.8","7.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-03","6.5",,"8.4","0.0","5.3","13.9","1.7","  160","  160","17.4","20.6","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-04","4.7",,"0.3","0.0","12.5","13.3","6.1","  290","  280","8.1","10.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-05","6.0",,"24.4","173.0","2.8","6.1","-3.8","   10","   10","11.2","16.5","    1","    1",,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-06","4.7",,"0.0","0.0","-1.8","1.7","-4.3","  210","  320","8.1","10.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-07","4.4",,"0.0","0.0","0.9","6.7","-1.6","   60","   60","11.6","13.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-08","9.5",,"13.5","163.0","-1.7","3.3","-7.7","   30","   30","17.0","20.6","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-09","2.8",,"0.0","3.0","-5.2","-1.6","-6.6","  350","  360","7.2","8.9","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-10","3.0",,"0.0","3.0","-2.0","2.2","-6.6","  260","  250","8.1","10.3","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-11","7.5",,"0.3","5.0","-2.4","-0.5","-11.6","  270","  270","13.0","17.4",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-12","5.2",,"0.0","0.0","-9.7","-4.3","-13.2","  290","  300","10.3","13.4",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-13","7.3",,"0.0","0.0","-6.7","-4.3","-19.9","  290","  300","14.3","19.2",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-14","7.7",,"0.0","0.0","-17.7","-11.0","-22.7","  290","  290","13.0","17.0","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-15","2.8",,"6.6","33.0","-11.6","1.7","-15.5","  280","  120","6.7","8.9","    1",,,"    1","    1",,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-16","6.4",,"16.8","0.0","4.3","12.2","-0.5","  180","  160","14.8","21.0","    1",,,,,"    1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-17","4.8",,"0.0","0.0","5.3","7.8","1.1","  270","  280","10.7","13.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-18","5.4",,"0.0","0.0","0.4","1.7","-4.3","  320","  340","9.8","11.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-19","4.0",,"0.0","3.0","-2.4","2.8","-6.6","  190","  230","7.6","8.9","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-20","6.2",,"0.3","0.0","6.1","15.6","0.6","  220","  230","11.6","14.3","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-21","5.6",,"0.0","0.0","9.8","12.2","5.6","  270","  260","9.8","12.5",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-22","3.7",,"0.0","0.0","4.3","6.1","-1.0","  100","  100","7.2","8.1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-23","5.1",,"0.0","0.0","0.3","3.9","-3.2","   70","  110","8.1","10.3",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-24","5.4",,"15.0","0.0","3.8","13.9","3.3","  170","  170","11.6","16.1","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-25","9.9",,"20.6","0.0","12.1","16.7","5.0","  180","  170","17.9","24.1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-26","8.5",,"0.0","0.0","3.5","5.0","-3.2","  290","  320","12.5","17.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-27","5.5",,"0.0","0.0","-1.9","3.9","-6.0","  230","  250","9.8","13.9",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-28","6.5",,"0.0","0.0","5.8","14.4","2.2","  220","  200","9.8","13.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-02-29","7.3",,"0.0","0.0","10.1","17.8","6.1","  260","  270","13.0","17.4",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-01","5.5",,"0.0","0.0","5.3","9.4","1.1","  270","  280","17.4","25.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-02","8.6",,"9.4","0.0","6.1","11.7","-3.8","  290","  330","13.9","17.0","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-03","4.3",,"0.0","0.0","-2.6","1.1","-6.0","  320","  280","10.7","13.4",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-04","5.2",,"0.3","13.0","-1.9","-0.5","-3.2","  360","  360","10.7","13.9","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-05","4.6",,"0.0","0.0","-2.1","1.1","-4.9","  360","  360","9.4","11.2",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-06","3.1",,"0.0","0.0","1.0","5.6","-1.0","   90","   50","5.8","9.8",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-07","5.1",,"0.0","0.0","3.6","10.6","-1.0","  230","  230","14.3","17.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-08","3.8",,"0.0","0.0","6.4","8.9","2.2","  100","  110","6.7","7.6",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-09","6.0",,"0.0","0.0","11.9","25.0","4.4","  220","  210","9.8","13.0","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-10","4.3",,"10.2","0.0","16.7","18.9","8.3","   30","  270","11.2","17.0","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","42.36057","-71.00975","3.2","2016-03-11","3.1",,"2.3","0.0","8.9","10.0","5.0","  330","  330","9.4","11.2","    1",,,,,,,
