 ,Label,Area,Mean,Min,Max,Angle,Length
1,BETPOP_HF3_P1_guides.tif:2021,2.378E-5,131.173,85.292,175.193,178.565,0.151
2,BETPOP_HF3_P1_guides.tif:2020,1.763E-5,125.290,85.095,158.766,179.516,0.112
3,BETPOP_HF3_P1_guides.tif:2019,3.117E-5,132.526,106.667,169.667,180.000,0.198
4,BETPOP_HF3_P1_guides.tif:falsering,7.464E-4,131.813,90.000,181.000,0.000,0.000
5,BETPOP_HF3_P1_guides.tif:2018,2.532E-5,85.000,85.000,85.000,180.000,0.161
6,BETPOP_HF3_P1_guides.tif:2017,2.287E-5,135.036,106.689,176.481,179.938,0.145
7,BETPOP_HF3_P1_guides.tif:2016,3.107E-5,124.266,77.169,170.908,-179.954,0.197
8,BETPOP_HF3_P1_guides.tif:2022,1.300E-5,138.994,85.688,174.203,56.553,0.082
9,BETPOP_HF3_P1_guides.tif:2021,2.988E-5,154.714,117.000,189.126,57.208,0.190
10,BETPOP_HF3_P1_guides.tif:2020,1.453E-5,145.129,85.000,183.779,56.717,0.092
11,BETPOP_HF3_P1_guides.tif:2019,3.408E-5,142.546,85.000,177.947,57.039,0.216
12,BETPOP_HF3_P1_guides.tif:2018,3.068E-5,114.332,85.000,149.854,57.390,0.195
13,BETPOP_HF3_P1_guides.tif:2017,2.177E-5,128.768,86.233,170.889,54.462,0.138
14,BETPOP_HF3_P1_guides.tif:2016,3.016E-5,117.647,85.000,151.495,57.605,0.191
15,BETPOP_HF3_P1_guides.tif:2022,1.280E-5,159.051,134.965,184.506,-56.402,0.081
16,BETPOP_HF3_P1_guides.tif:2021,3.980E-5,153.037,128.969,188.096,-57.142,0.253
17,BETPOP_HF3_P1_guides.tif:2020,1.813E-5,136.720,85.000,174.717,-56.571,0.115
18,BETPOP_HF3_P1_guides.tif:2019,3.660E-5,125.133,85.029,174.755,-57.118,0.232
19,BETPOP_HF3_P1_guides.tif:2018,3.512E-5,128.184,85.000,168.412,-57.119,0.223
20,BETPOP_HF3_P1_guides.tif:2017,2.145E-5,104.305,85.000,145.610,-57.193,0.136
21,BETPOP_HF3_P1_guides.tif:2022,2.594E-5,114.433,85.000,143.011,-57.541,0.165
22,BETPOP_HF3_P1_guides.tif:2022,1.114E-5,129.566,85.222,176.424,-179.361,0.071
23,BETPOP_HF3_P1_guides.tif:2023,2.609E-5,144.640,117.075,177.904,57.278,0.165
24,BETPOP_HF3_P1_guides.tif:2023,3.450E-5,151.638,83.092,176.188,-53.658,0.219
25,BETPOP_HF3_P1_guides.tif:2023,2.458E-5,145.355,104.000,175.000,0.000,0.156
