 ,Label,Area,Mean,Min,Max,Angle,Length
1,BETALL_WM8A_P12_guides-1.tif:2022,1.428E-5,144.160,85.000,192.513,-179.502,0.091
2,BETALL_WM8A_P12_guides-1.tif:2021,3.217E-5,155.100,85.000,207.103,-179.912,0.204
3,BETALL_WM8A_P12_guides-1.tif:2020,2.572E-5,160.221,85.116,223.781,179.668,0.163
4,BETALL_WM8A_P12_guides-1.tif:2019,2.006E-5,173.243,127.678,218.728,-179.858,0.127
5,BETALL_WM8A_P12_guides-1.tif:2018,1.664E-5,127.882,85.000,184.531,179.829,0.106
6,BETALL_WM8A_P12_guides-1.tif:2017,1.391E-5,85.095,85.000,116.000,180.000,0.088
7,BETALL_WM8A_P12_guides-1.tif:2022,1.322E-5,174.667,140.087,217.768,64.638,0.084
8,BETALL_WM8A_P12_guides-1.tif:2021,3.618E-5,180.430,97.510,221.935,60.411,0.230
9,BETALL_WM8A_P12_guides-1.tif:2020,2.703E-5,163.368,85.094,233.348,57.448,0.172
10,BETALL_WM8A_P12_guides-1.tif:2019,1.686E-5,167.026,85.000,223.274,57.386,0.107
11,BETALL_WM8A_P12_guides-1.tif:2018,1.895E-5,138.147,85.000,221.082,57.310,0.120
12,BETALL_WM8A_P12_guides-1.tif:2017,1.488E-5,137.995,85.320,189.536,57.690,0.094
13,BETALL_WM8A_P12_guides-1.tif:2022,1.223E-5,151.422,86.766,210.372,-56.181,0.078
14,BETALL_WM8A_P12_guides-1.tif:2021,3.440E-5,169.258,85.000,233.016,-57.136,0.218
15,BETALL_WM8A_P12_guides-1.tif:2020,2.832E-5,171.034,86.711,226.318,-56.728,0.180
16,BETALL_WM8A_P12_guides-1.tif:2019,2.103E-5,113.969,85.000,157.218,-57.249,0.133
17,BETALL_WM8A_P12_guides-1.tif:2018,1.848E-5,165.655,116.520,206.208,-57.293,0.117
18,BETALL_WM8A_P12_guides-1.tif:2017,1.332E-5,146.382,85.000,199.333,-56.725,0.084
19,BETALL_WM8A_P12_guides-1.tif:2023,1.104E-5,136.100,85.000,214.550,0.516,0.070
20,BETALL_WM8A_P12_guides-1.tif:2023,2.239E-5,169.195,89.000,225.602,-114.349,0.142
21,BETALL_WM8A_P12_guides-1.tif:2023,2.076E-5,144.669,78.565,202.264,-57.907,0.132
